,Data de Criação,Título do Livro,Categoria,Organizadores,Link do PDF
111,17/11/2017 15:30,,Burocracia federal de infraestrutura econômica: reflexões sobre capacidades estatais,,/portal/images/stories/PDFs/livros/livros/171117_livro_burocracia_federal_de_Infraestrutura_economica.pdf
112,13/11/2017 00:00,,O Mercosul e as regiões de fronteira,,/portal/images/stories/PDFs/livros/livros/171101_livro_mercosul.pdf
113,03/11/2017 00:00,,"Políticas de Apoio à Inovação Tecnológica no Brasil: avanços recentes, limitações e propostas de ações",,/portal/images/stories/PDFs/livros/livros/171103_politicas_de_apoio_a_inovacao.pdf
114,31/10/2017 14:00,,"Cadeias Globais de Valor, Políticas Públicas e Desenvolvimento",,/portal/images/stories/PDFs/livros/livros/171011_cadeias_globais.pdf
115,27/10/2017 16:11,"2015, volume 1",Características estruturais do sistema financeiro brasileiro: um registro da reflexão do Ipea no biênio 2014,,/portal/images/stories/PDFs/livros/livros/171027_caracteristicas_estruturais.pdf
116,17/10/2017 08:00,,"Inovação no Setor Público: teoria, tendências e casos no Brasil",,/portal/images/stories/PDFs/livros/livros/171002_inovacao_no_setor_publico.pdf
117,10/10/2017 11:04,,Arranjos produtivos locais e desenvolvimento,,/portal/images/stories/PDFs/livros/livros/171010_livro_arranjos_produtivos.pdf
118,26/09/2017 14:30,2014),Refúgio no Brasil: caracterização dos perfis sociodemográficos dos refugiados (1998,,/portal/images/stories/PDFs/livros/livros/170829_Refugio_no_Brasil.pdf
119,05/09/2017 00:00,,A Política Nacional de Agroecologia e Produção Orgânica no Brasil,,/portal/images/stories/PDFs/livros/livros/144174_politica-nacional_WEB.PDF
120,04/09/2017 11:26,,Uso do tempo e gênero,,/portal/images/stories/PDFs/livros/livros/170904_uso_do_tempo_e_genero.pdf
121,25/07/2017 10:58,,As Políticas Territoriais Rurais e a Articulação Governo Federal e Estadual: um estudo de caso da Bahia,,/portal/images/stories/PDFs/livros/livros/170725_livro_as politicas_territoriais_rurais.pdf
122,17/07/2017 16:06,,Territórios em números: insumos para políticas públicas a partir da análise do IDHM e do IVS de UDHs e regiões metropolitanas brasileiras,"Bárbara Oliveira Marguti, Marco Aurélio Costa e Carlos Vinícius da Silva Pinto / Brasília, 2017",/portal/images/stories/PDFs/livros/livros/170828_livro_territorios_numeros_insumos_politicas_publicas_2.pdf
123,17/07/2017 14:54,,Territórios em números: insumos para políticas públicas a partir da análise do IDHM e do IVS de municípios e Unidades da Federação brasileira,"Bárbara Oliveira Marguti, Marco Aurélio Costa e Carlos Vinícius da Silva Pinto / Brasília, 2017",/portal/images/stories/PDFs/livros/livros/170828_territorios_em_numeros_1.pdf
124,05/07/2017 10:00,,Políticas de inovação pelo lado da demanda no Brasil,,/portal/images/stories/PDFs/livros/livros/20170705_politicas_de_inovacao.pdf
125,28/06/2017 09:00,Volume 2,Fronteiras do Brasil: diagnóstico e agenda de pesquisa para política pública,,/portal/images/stories/PDFs/livros/livros/170628_fronteiras_do_brasil_volume2.pdf
126,27/06/2017 16:48,,"Tributação no Brasil: estudos, ideias e propostas",,/portal/images/stories/PDFs/livros/livros/170512_livro_tributacao.pdf
127,26/06/2017 17:11,,,,/portal/images/stories/PDFs/livros/livros/livro_braziliancooperation_ingles2011-2013.pdf
128,19/06/2017 14:23,,Licenciamento Ambiental e Governança Territorial: registros e contribuições do seminário internacional,,/portal/images/stories/PDFs/livros/livros/170619_livro_licenciamento_ambiental.pdf
129,24/05/2017 15:40,,,,/portal/images/stories/PDFs/livros/livros/170606_brasil_2035_cenarios_para_desenvolvimento.PDF
130,24/05/2017 15:40,,Brasil 2035 cenários para o desenvolvimento,,/portal/images/stories/PDFs/livros/livros/170606_brasil_2035_cenarios_para_desenvolvimento.PDF
131,10/05/2017 10:30,,Desenvolvimento Humano para Além das Médias,,/portal/images/stories/PDFs/livros/livros/170510_desenvolvimento_humano_para_alem_das_medias.pdf
132,04/04/2017 15:20,,Agricultura e indústria no Brasil: inovação e competitividade,,/portal/images/stories/PDFs/livros/livros/170626_livro_agricultura_no_brasil.pdf
133,15/02/2017 08:01,,Avaliação de Políticas Públicas no Brasil: uma análise da Política Nacional de Desenvolvimento Regional (PNDR),,/portal/images/stories/PDFs/livros/livros/170215_livro_avalicao_politicas_publicas_brasil_vol3.pdf
134,13/02/2017 16:22,,,"Aristides Monteiro Neto, César Nunes de Castro e Carlos Antonio Brandão/Brasília, 2017",/portal/images/stories/PDFs/livros/livros/20170213_livro_desenvolvimentoregional.pdf
135,13/02/2017 16:22,"Políticas, estratégias e perspectivas",Desenvolvimento Regional no Brasil,,/portal/images/stories/PDFs/livros/livros/20170213_livro_desenvolvimentoregional.pdf
136,31/01/2017 08:00,,Biblioteca do Século XXI: desafios e perspectivas,,/portal/images/stories/PDFs/livros/livros/170105_biblioteca_do_seculo_21.pdf
137,26/01/2017 13:52,,,,/portal/images/stories/PDFs/livros/livros/170126_livro_s1601337_pt.pdf
138,26/01/2017 13:52,,Avaliação do Fundo Clima,,/portal/images/stories/PDFs/livros/livros/170126_livro_s1601337_pt.pdf
139,07/12/2016 09:00,brasileira,Jovens universitários em um mundo em transformação: uma pesquisa sino,SUMÁRIO,/portal/images/stories/PDFs/livros/livros/160715_livro_jovens_universitarios.pdf
140,08/11/2016 07:45,,"Participação, conflitos e intervenções urbanas: contribuições à Habitat III",,/portal/images/stories/PDFs/livros/livros/161108_livro_democracia_participacao_conflitos_virtual_cegov_2016.pdf
141,06/10/2016 11:00,,Política nacional do idoso : velhas e novas questões,,/portal/images/stories/PDFs/livros/livros/161006_livro_politica_nacional_idosos.PDF
142,05/10/2016 13:52,,"The geopolitics of cities : old challenges, new issues",,/portal/images/stories/PDFs/livros/livros/161005_geopolitics.pdf
143,05/10/2016 13:40,,"Geopolítica das cidades: velhos desafios, novos problemas",,/portal/images/stories/PDFs/livros/livros/161005_a_geopolitica.PDF
144,20/09/2016 14:32,,O Estatuto da Cidade e a Habitat III : um balanço de quinze anos da política urbana no Brasil e a nova agenda urbana,,/portal/images/stories/PDFs/livros/livros/160920_estatuto_cidade.pdf
145,15/09/2016 15:05,2013,Cooperação Brasileira para o Desenvolvimento Internacional: 2011,,/portal/images/stories/PDFs/livros/livros/161017_livro_cobradi_2011_2013.pdf
146,05/09/2016 16:26,,Eixos de estruturação da transformação urbana: inovação e avaliação em São Paulo,,/portal/images/stories/PDFs/livros/livros/160905_livro_eixos_de_estruturacao.pdf
147,05/09/2016 14:51,Mobilities and Interactions in Urban Development,City and Movement,,/portal/images/stories/PDFs/livros/livros/160905_livro_city_and_movement.pdf
148,05/09/2016 10:13,Mobilidades e Interações no Desenvolvimento Urbano,Cidade e Movimento,,/portal/images/stories/PDFs/livros/livros/160905_livro_cidade_movimento.pdf
149,12/08/2016 14:36,,Mudanças no código florestal brasileiro: desafios para a implementação da nova lei,,/portal/images/stories/PDFs/livros/livros/160812_livro_mudancas_codigo_florestal_brasileiro.pdf
150,05/08/2016 08:55,,O ribeirinho e seu território tradicional: regularização fundiária em terras da União,,/portal/images/stories/PDFs/livros/livros/160805_cartilha_spu.pdf
151,25/07/2016 08:48,,"Agricultura, transformação produtiva e sustentabilidade",,/portal/images/stories/PDFs/livros/livros/160725_agricultura_transformacao_produtiva.pdf
152,19/07/2016 15:02,,"Governança Ambiental no Brasil: instituições, atores e políticas públicas",,/portal/images/stories/PDFs/livros/livros/160719_governanca_ambiental.pdf
153,18/07/2016 11:29,,Caracterização e Tipologia de Assentamentos Precários: estudos de caso brasileiros,SUMÁRIO,/portal/images/stories/PDFs/livros/livros/160718_caracterizacao_tipologia.pdf
154,06/07/2016 13:08,,Mapeamento da Base Industrial de Defesa,,/portal/images/stories/PDFs/livros/livros/160706_livro_mapeamento_defesa.pdf
155,23/06/2016 15:58,,A Função Socioambiental do Patrimônio da União na Amazônia,,/portal/images/stories/PDFs/livros/livros/160623_livro_funcao_socioambiental.pdf
156,14/06/2016 15:30,,Instituições participativas no âmbito da segurança pública : programas impulsionados por instituições policiais,,/portal/images/stories/PDFs/livros/livros/160614_livro_inst_partic_ambito_seg_pub.pdf
157,25/05/2016 12:58,,,,/portal/images/stories/PDFs/livros/livros/160525_livro_ouvidoria.pdf
158,09/05/2016 17:52,,Vida Social e Política nas Favelas,,/portal/images/stories/PDFs/livros/Livro_VidaSocial_WEB.pdf
159,18/04/2016 14:39,,,,/portal/images/stories/PDFs/livros/160513_livro_dimensoes.pdf
160,12/04/2016 16:14,,,,/portal/images/stories/PDFs/livros/livros/160413_report_habitat_iii.pdf
161,31/03/2016 17:33,,,,/portal/images/stories/PDFs/livros/livros/20160331_livro-idhm.pdf
162,31/03/2016 11:59,,,,/portal/images/stories/PDFs/livros/livros/160331_livro_catadores.pdf
163,22/03/2016 16:34,,,,/portal/images/stories/PDFs/livros/livro_capacidades.pdf
164,15/03/2016 13:48,,,,/portal/images/stories/PDFs/livros/livros/160315_livro_quarenta_anos_etanol.pdf
165,03/03/2016 09:50,,,,/portal/images/stories/PDFs/livros/livros/160408_relatorio_habitat_iii.pdf
166,02/03/2016 15:12,,,,/portal/images/stories/PDFs/livros/livros/160404_livro_experiencias.pdf
167,24/02/2016 08:37,,,,/portal/images/stories/PDFs/livros/livros/livro_sistemas_setoriais.pdf
168,08/12/2015 11:59,,,,/portal/images/stories/PDFs/livros/livros/livro-pnud-coletanea-artigos.pdf
169,08/12/2015 11:59,,Prêmio Atlas do Desenvolvimento Humano no Brasil: coletânea de artigos,,/portal/images/stories/PDFs/livros/livros/livro-pnud-coletanea-artigos.pdf
170,20/11/2015 15:54,,Violência e Segurança Pública em 2023: cenários exploratórios e planejamento prospectivo,,/portal/images/stories/PDFs/livros/livros/151211_livro_violencia_seguranca.pdf
171,20/11/2015 11:20,,,,/portal/images/stories/PDFs/livros/livros/bd_2015_web.pdf
172,11/11/2015 15:41,,,,/portal/images/stories/PDFs/livros/livros/151218_livro_economia_brasilera.pdf
173,11/11/2015 15:41,2013Relatos e interpretações da análise de conjuntura no Ipea,Economia brasileira no período 1987,,/portal/images/stories/PDFs/livros/livros/151218_livro_economia_brasilera.pdf
174,04/11/2015 07:27,term strategy for BRICS: A proposal by the BRICS Think Tanks Council,Towards a long,,/portal/images/stories/PDFs/livros/livros/151104_brics_long_term_strategy.pdf
175,19/10/2015 17:16,,,,/portal/images/stories/PDFs/livros/livros/livro_6jornada.pdf
176,14/10/2015 12:14,,Megatendências Mundiais 2030: O que entidades e personalidades internacionais pensam sobre o futuro do mundo?,"Elaine C. Marcial (Organizadora)/ Brasília, 2015",/portal/images/stories/PDFs/livros/livros/151013_megatendencias_mundiais_2030.pdf
177,08/10/2015 16:12,,,,/portal/images/stories/PDFs/livros/livros/160530_livro_planejamento_brasil_sec_xxi.pdf
178,08/10/2015 16:12,elementos para o pensar e o agir,Planejamento Brasil Século XXI: inovação institucional e refundação administrativa,,/portal/images/stories/PDFs/livros/livros/160530_livro_planejamento_brasil_sec_xxi.pdf
179,05/10/2015 14:10,,Atlas da  Vulnerabilidade Social nas Regiões Metropolitanas Brasileiras,,/portal/images/stories/PDFs/151008_atlas_regioes_metropolitanas_brasileiras.pdf
180,29/09/2015 09:17,,,,/portal/images/stories/PDFs/livros/livros/150831_livro_produtividade_v2.pdf
181,18/09/2015 15:07,,China em Transformação Dimensões Econômicas e Geopolíticas do Desenvolvimento,,/portal/images/stories/PDFs/livros/livros/150918_livro_china_em_transformacao.pdf
182,14/09/2015 15:13,,,,/portal/images/stories/PDFs/livros/livros/150914_livro_cargos_confianca.pdf
183,08/09/2015 00:00,,,,/portal/images/stories/PDFs/livros/livros/livro-ppa-2012-2015-vol3.pdf
184,08/09/2015 00:00,2015 - A Experiência Subnacional de Planejamento no Brasil,PPA 2012,,/portal/images/stories/PDFs/livros/livros/livro-ppa-2012-2015-vol3.pdf
185,01/09/2015 09:23,,,,/portal/images/stories/PDFs/livros/livros/151022_atlas_da_vulnerabilidade.pdf
186,31/08/2015 12:43,,,,/portal/images/stories/PDFs/livros/livros/150831_amazonia_e_atlantico_sul_web.pdf
187,30/07/2015 14:56,,,,/portal/images/stories/PDFs/150730_livro_capacidades_governativas.pdf
188,27/07/2015 10:18,,,,/portal/images/stories/PDFs/150727_livro_modelagem_sistemas.pdf
189,27/07/2015 09:56,,,,/portal/images/stories/PDFs/150727_livro_modeling_complex_systems_public_policies.pdf
190,,,,,/portal/images/stories/PDFs/atlasdodesenvolvimentohumanorms.pdf
191,,,O Direito à Água como Política Pública na América Latina: uma exploração teórica e empírica,,/portal/images/stories/PDFs/livros/livros/150505_web_o_direito_a_agua.pdf
192,27/04/2015 11:21,2012: especificidades e dilemas,O regime de câmbio flutuante no Brasil 1999,,/portal/images/stories/PDFs/livros/livros/150427_o_regime_de_cambio_flutuante.pdf
193,15/04/2015 13:07,,,,/portal/images/stories/PDFs/livros/livros/20150415_livro_dinamica_macrossetorial.pdf
194,15/04/2015 12:25,,,,/portal/images/stories/PDFs/livros/livros/20150415_livro_insercao-externa.pdf
195,16/03/2015 13:05,,,,/portal/images/stories/PDFs/livros/livros/capacidades_governativas.pdf
196,26/02/2015 13:10,,,,/portal/images/stories/PDFs/livros/livros/livro_ppa_vol_1_web.pdf
197,26/02/2015 13:10,,Planejamento e Avaliação de Políticas Públicas,,/portal/images/stories/PDFs/livros/livros/livro_ppa_vol_1_web.pdf
198,25/02/2015 10:35,,,,/portal/images/stories/PDFs/livros/livros/150302_web_estudos_da_coordenacao.pdf
199,25/02/2015 10:25,,,,/portal/images/stories/PDFs/livros/livros/livro_ppa_vol_2_web.pdf
200,25/02/2015 10:25,2015 - Experimentalismo Institucional e Resistência Burocrática,PPA 2012,,/portal/images/stories/PDFs/livros/livros/livro_ppa_vol_2_web.pdf
201,16/01/2015 09:57,,,,/portal/images/stories/PDFs/livros/livros/livro_catedras_patrono_brasil_web.pdf
202,,,,,/portal/images/stories/PDFs/livros/livros/livro_forum_brics.pdf
203,21/12/2014 07:47,,,,/portal/images/stories/PDFs/livros/livros/160330_livro_federalismo_sul_americano.pdf
204,19/12/2014 11:00,,,,/portal/images/stories/PDFs/livros/livros/repensando_a_cooperacao_web.pdf
205,19/12/2014 10:53,,,,/portal/images/stories/PDFs/livros/livros/os004_competitividade_da_engenharia_web.pdf
206,19/12/2014 10:51,,,,/portal/images/stories/PDFs/livros/livros/book_web_redesenho_programa_cultura_viva.pdf
207,19/12/2014 10:41,,,,/portal/images/stories/PDFs/livros/livros/livro_evolucao_recente_web.pdf
208,16/12/2014 14:18,,,,/portal/images/stories/PDFs/livros/livros/abdi-ipea-volume3.pdf
209,16/12/2014 14:17,,,,/portal/images/stories/PDFs/livros/livros/abdi-ipea-volume5.pdf
210,16/12/2014 14:17,,,,/portal/images/stories/PDFs/livros/livros/abdi-ipea-volume6.pdf
211,16/12/2014 14:17,,,,/portal/images/stories/PDFs/livros/livros/abdi-ipea-volume4.pdf
212,16/12/2014 14:17,,,,/portal/images/stories/PDFs/livros/livros/abdi-ipea-volume2.pdf
213,16/12/2014 13:42,,,,/portal/images/stories/PDFs/livros/livros/abdi-ipea-volume1.pdf
214,12/12/2014 00:00,,,,/portal/images/stories/PDFs/livros/livros/150514_pesquisa_de_satisfacao.pdf
215,08/12/2014 11:32,,,,/portal/images/stories/PDFs/livros/livros/web_bd_vol2.pdf
216,08/12/2014 11:03,,,,/portal/images/stories/PDFs/livros/livros/web_bd_vol1.pdf
217,03/12/2014 13:50,,Situação social da população negra por estado,"Valor: R$ 10,00",/portal/images/stories/PDFs/livros/livros/livro_situacao-social-populacao-negra.pdf
218,,,,,/portal/images/stories/PDFs/livros/livros/141125_atlas_prefacio
219,,,,,/portal/images/stories/PDFs/livros/livros/livro_governanca_vol3.pdf
220,,,,,/portal/images/stories/PDFs/livros/livros/livro_governanca_vol2.pdf
221,,,,,/portal/images/stories/PDFs/livros/livros/livro_produtividade_no_brasil.pdf
222,,,,,/portal/images/stories/PDFs/livros/livros/livro_avaliacao_politicas_2.pdf
223,,,,,/portal/images/stories/PDFs/livros/livros/livro_avaliacao_politicas_1.pdf
224,,,,,/portal/images/stories/PDFs/livros/livros/livro_regime_demografico.pdf
225,,,,,/portal/images/stories/PDFs/livros/livros/livro_financas_vol_2.pdf
226,,,,,/portal/images/stories/PDFs/livros/livros/livro_financas_vol_1.pdf
227,,,,,/portal/images/stories/PDFs/livros/livros/livro_brasil_novas_dimensoes.pdf
228,,,,,/portal/images/stories/PDFs/livros/livros/livro_persp_intr_america_latina
229,,,,,/portal/images/stories/PDFs/livros/livros/livro_desafios_completo-web.pdf
230,,,,,/portal/images/stories/PDFs/livros/livros/livro_atingidos_barragens.pdf
231,,,,,/portal/images/stories/PDFs/livros/livros/150605_livro_presente_futuro.pdf
232,,,,,/portal/images/stories/PDFs/livros/livros/livro_ressurg_da_ind_naval.pdf
233,,,,,/portal/images/stories/PDFs/livros/livros/livro_financiamento_cidades.pdf
234,,,,,/portal/images/stories/PDFs/livros/livros/livro_governos_estaduais.pdf
235,,,,,/portal/images/stories/PDFs/livros/livros/livro_brics_comercio.pdf
236,,,,,/portal/images/stories/PDFs/livros/livros/livro_brics_investimento.pdf
237,20/06/2014 10:47,,,,/portal/images/stories/PDFs/livros/livros/150826_livro_sips_2014.pdf
238,,livro 3,"Política Externa, Espaço e Desenvolvimento",,/portal/images/stories/PDFs/livros/livros/140616_polticaexternaespaco3.pdf
239,,livro 2,"Sociedade, política e desenvolvimento",,/portal/images/stories/PDFs/livros/livros/140616_sociedade-desenvolvimento-politica2.pdf
240,,,,,/portal/images/stories/PDFs/livros/livros/livro_estrategia_defesa.pdf
241,,,,,/portal/images/stories/PDFs/livros/livros/livro_os_desafios_politica.pdf
242,,,,,/portal/images/stories/PDFs/livros/livros/150511_estrategias_para_desenvolvimento_de_pessoas.pdf
243,,,,,/portal/images/stories/PDFs/livros/livros/livro_politicasagroambientais.pdf
244,,,Capacidades Estatais e Democracia,"Alexandre de Ávila Gomide e Roberto Rocha C. Pires (Editores) / Brasília, 2014",/portal/images/stories/PDFs/livros/capacidades_estatais_e_democracia_web.pdf
245,,,,,/portal/images/stories/PDFs/livros/livros/livro_11%20de%20setembro_web.pdf
246,,,,,/portal/images/stories/PDFs/140321_pbf_sumex_portugues.pdf
247,,,,,/portal/images/stories/PDFs/140523_relatorioodm.pdf
248,,,V Relatório Nacional de Acompanhamento dos Objetivos de Desenvolvimento do Milênio,,/portal/images/stories/PDFs/140523_relatorioodm.pdf
249,,,,,/portal/images/stories/PDFs/140321_pbf_sumex_ingles.pdf
250,,,,,/portal/images/stories/PDFs/livros/livros/livro_aspectos_multidimensionais.pdf
251,,,,,/portal/images/stories/PDFs/livros/livros/livro_brasil_seguranca.pdf
252,,,,,/portal/images/stories/PDFs/livros/livros/livro_braziliancooperation_ingles.pdf
253,,,,,/portal/images/stories/PDFs/livros/livros/livro_dossie_mulheres_negras.pdf
254,16/11/2013 13:39,,,,/portal/images/stories/PDFs/livros/livros/livro_modernizacaosemmudancas.pdf
255,16/11/2013 13:39,,Modernização sem Mudanças: da contagem de cabeças à gestão estratégica de pessoas,,/portal/images/stories/PDFs/livros/livros/livro_modernizacaosemmudancas.pdf
256,16/11/2013 13:39,,,,/portal/images/stories/PDFs/livros/livros/livro_dependencia%20e%20superexploracao.pdf
257,16/11/2013 13:39,,Dependência e Superexploração do Trabalho no Capitalismo Contemporâneo,,/portal/images/stories/PDFs/livros/livros/livro_dependencia%20e%20superexploracao.pdf
258,,,"Avulso: R$ 50,00",,/portal/images/stories/PDFs/livros/livros/livro_licenciamento_ambiental.pdf
259,,,,,/portal/images/stories/PDFs/livros/livros/livro_direito_desenvolvimento_brasil_vol01.pdf
260,,,,,/portal/images/stories/PDFs/livros/livros/livro_as_transformacoes_smi.pdf
261,,,,,/portal/images/stories/PDFs/livros/livros/livro_brasil_desenvolvimento2013_vol01.pdf
262,,,,,/portal/images/stories/PDFs/livros/livros/livro_brasil_desenvolvimento2013_vol02.pdf
263,15/11/2013 12:00,,,,/portal/images/stories/PDFs/livros/livros/livro_brasil_desenvolvimento2013_vol03.pdf
264,,,,,/portal/images/stories/PDFs/livros/livros/livro_bolsafamilia_10anos.pdf
265,,,,,/portal/images/stories/PDFs/livros/livro_propriedade_intelectual.pdf
266,,,,,/portal/images/stories/PDFs/livros/livro_40_anos_regioes_metropolitanas_vol01.pdf
267,,,,,/portal/images/stories/PDFs/livros/livros/livro_panoramadacomunicacao2012_2013_vol01.pdf
268,,,,,/portal/images/stories/PDFs/livros/livros/livro_panoramadacomunicacao2012_2013_vol02.pdf
269,,,,,/portal/images/stories/PDFs/livros/livros/livro_panoramadacomunicacao2012_2013_vol03.pdf
270,,,,,/portal/images/stories/PDFs/livros/livros/livro_panorama_da_comunicacao_v4.pdf
271,,,,,/portal/images/stories/PDFs/livros/livros/livro_economicademaceio.pdf
272,,,,,/portal/images/stories/PDFs/livros/livros/livro_conferencias_nacionais.pdf
273,,,,,/portal/images/stories/PDFs/livros/livros/livro_republicademocracia.pdf
274,,,,,/portal/images/stories/PDFs/livros/livros/livro_quilombo_das_americas_espanhol.pdf
275,,,,,/portal/images/stories/PDFs/livros/livros/livro_cooperacao_brasileira_ed02a.pdf
276,,,,,/portal/images/stories/PDFs/livros/livros/livro_territoriometropolitano.pdf
277,,,,,/portal/images/stories/PDFs/livros/livros/livro_tendencias_regulatorias1.pdf
278,15/07/2013 12:00,,,,/portal/images/stories/PDFs/livros/livros/livro_igualdade_racialbrasil01.pdf
279,,,,,/portal/images/stories/PDFs/130729_AtlasPNUD_2013.pdf
280,,,,,/portal/images/stories/PDFs/livros/livros/livro_pesquisa_empirica_direito.pdf
281,,,,,/portal/images/stories/PDFs/livros/livros/livro_gestaoejurisdicao.pdf
282,,,,,/portal/images/stories/PDFs/livros/livros/livro_impactos_tecnologicos_parcerias.pdf
283,,,,,/portal/images/stories/PDFs/livros/livros/livro_finaciamento_corporacoes03.pdf
284,,,,,/portal/images/stories/PDFs/livros/livros/livro_petrobras_aguas_profundas.pdf
285,,,,,/portal/images/stories/PDFs/livros/livros/livro_desenvolvimento_dependencia.pdf
286,,,,,/portal/../sites/images/downloads/mapa_da_defensoria_publica_no_brasil_impresso.pdf
287,,,,,/portal/images/stories/PDFs/livros/livros/web_internationalization_of_companies.pdf
288,,,,,/portal/images/stories/PDFs/livros/livros/web_brics_na_omc.pdf
289,,,,,/portal/images/stories/PDFs/livros/livros/livro_micro_pequenasempresas.pdf
