,Data de Criação,Título,Autor,Link do PDF,Nota Técnica
0,05/08/2022 17:09,Risco Regulatório e Estimativa do Impacto Financeiro Potencial do PDL nº 94/2022 nos Investimentos em Infraestrutura,Autora: Katia Rocha,/portal/images/stories/PDFs/nota_tecnica/220805_218772_nt_diset_n99_web.pdf,Nota Técnica - 2022 - Agosto - Número 99 - Diset
1,05/08/2022 17:02,Despesas com Pessoal Ativo na Federação Brasileira (2002 - 2020),Autores: Gabriel Junqueira e Rodrigo Orair,/portal/images/stories/PDFs/nota_tecnica/220805_218759_nt_diest_n58_web.pdf,Nota Técnica - 2022 - Agosto - Número 58 - Diest
2,04/08/2022 15:12,Participação dos Insumos Importados na Produção das Empresas Industriais Brasileiras,Autor: Eduardo Augusto Guimarães,/portal/images/stories/PDFs/nota_tecnica/220804_218206_nt_dinte_n53_web.pdf,Nota Técnica - 2022 - Julho - Número 53 - Dinte
3,26/07/2022 10:19,Consórcios Públicos Interfederativos no Brasil: Descrição das Principais Fontes de Informação e Resultados Preliminares,"Autores: Constantino Cronemberger Mendes, Geová Parente Farias, Igor Ferreira do Nascimento e Ronaldo Ramos Vasconcelos",/portal/images/stories/PDFs/nota_tecnica/220726_218196_nt_dirur_31_web.pdf,Nota técnica - 2022 - Julho - Número 31 - Dirur
4,18/07/2022 17:55,Integraçao Pecuária-Lavoura: Avanços e Principais Desafios,Autora: Júnia Cristina P. R. da Conceição,/portal/images/stories/PDFs/nota_tecnica/220718_218703_nt_dirurn_32_web.pdf,Nota técnica - 2022 - Julho - Número 32 - Dirur
5,05/07/2022 16:58,Atuação das Organizações da Sociedade Civil no Sistema Prisional Brasileiro: Perfil das OSCs e Projetos Desenvolvidos,"Autores (as): Pedro Gomes Andrade, Ana Camila Ribeiro Pereira e Janine Mello",/portal/images/stories/PDFs/nota_tecnica/220705_218542_nt_diest_57_web.pdf,Nota Técnica - 2022 - Julho - Número 57 - Dieste
6,04/07/2022 16:43,Facilitação de Comércio e Tecnologias Digitais: Análise para os Países do BRICS,Autoras: Michelle Márcia Viana Martins e Scarlett Queen Almeida Bispo,/portal/images/stories/PDFs/nota_tecnica/220704_218608_nt_dinte_56_web.pdf,Nota Técnica - 2022 - Julho - Número 56 - Dinte
7,04/07/2022 13:41,O sistema tributário dos países da OCDE e as principais recomendações da entidade: Fornecendo parâmetros para a reforma tributária no Brasil,Autor: Pedro Humberto Bruno de Carvalho Junior,/portal/images/stories/PDFs/nota_tecnica/218208_nt_dinte_54_web_novo.pdf,Nota Técnica - 2022 - Junho - Número 54 - Dinte
8,29/06/2022 08:58,Acessão do Brasil à OCDE: Efeitos Sobre Indicadores Econômicos e o Caminho à Frente,"Autores: Paulo de Andrade Jacinto, Fernando Ribeiro e André Pineli",/portal/images/stories/PDFs/nota_tecnica/220629_nt_dinte_n_55.pdf,Nota Técnica - 2022 - Junho - Número 55 - Dinte
9,27/06/2022 08:28,Metodologia para a Seleção dos Municípios Participantes do Programa Nacional de Enfrentamento de Homicídios e Roubos,"Autores: Danilo Santa Cruz Coelho, Alexandre dos Santos Cunha, Henrique Alves e Erivelton Pires Guedes",/portal/images/stories/PDFs/nota_tecnica/220627_nt_diest_n55.pdf,Nota Técnica - 2021 - Setembro - Número 55- Diest
10,21/06/2022 20:06,O setor de petróleo no Brasil e os impactos do Projeto de Lei n° 3.178/2019 no pré-sal,Autores: José Mauro de Morais e João Maria de Oliveira,/portal/images/stories/PDFs/nota_tecnica/220622_nt_diset_n98_o_setor_de_petroleo.pdf,Nota Técnica - 2022 - Junho - Número 98 - Diset
11,09/06/2022 10:29,"Agriculture and Livestock, Energy and the Forest-Sparing Effect: an International Comparison",,/portal/images/stories/PDFs/nota_tecnica/220609_tn_dirur_n1.pdf,Technical Note - 2022 - June - Number 01 - Dirur
12,09/06/2022 10:19,"Agricultura e Pecuária, Energia e o Efeito Poupa-Florestas: Um Comparativo Internacional",Autor: José Eustáquio Ribeiro Vieira Filho,/portal/images/stories/PDFs/nota_tecnica/220609_218835_nt_dirur30__web_novo.pdf,Nota Técnica - 2022 - Junho - Número 30 - Dirur
13,06/06/2022 17:58,A conta de estabilização de peços de combustíveis e a disponibilidade de recursos à sua estruturação: O projeto de Lei nº 1.472/2021 em discussão,Autor: Camillo de Moraes Bassi,/portal/images/stories/PDFs/nota_tecnica/220606_218549_nt_dides04_web.pdf,Nota Técnica - 2022 - Junho - Número 04 - Dides
14,06/06/2022 14:27,Indicadores de produtividade e sustentabilidade do setor agropecuário brasileiro,Autor: José Eustáquio Ribeiro Vieira Filho,/portal/images/stories/PDFs/nota_tecnica/220606_218402_nt_dirur29_web.pdf,Nota Técnica - 2022 - Junho - Número 29 - Dirur
15,06/06/2022 13:05,Remuneração dos depósitos voluntários e seus efeitos sobre a dívida pública: quando o conceito faz (toda) diferença,Autor: Camillo de Moraes Bassi,/portal/images/stories/PDFs/nota_tecnica/220606_218307_nt_dides05_web.pdf,Nota Técnica - 2022 - Junho - Número 05 - Dides
16,24/05/2022 16:21,Por dentro da caixa preta: Explorando as peculiaridades das emendas parlamentares do Relator-Geral,Autor: Camillo de Moraes Bassi,/portal/images/stories/PDFs/nota_tecnica/220524_218179_nt_dides_%2003_web_novo.pdf,Nota Técnica - 2022 - Maio - Número 03 - Dides
17,24/05/2022 08:00,Reformando o setor elétrico brasileiro: Uma aproximação com os países da OCDE,Autor: Maria Bernadete G. P. Sarmiento Gutierrez,/portal/images/stories/PDFs/nota_tecnica/220523_218555_nt_dirur_28_web.pdf,Nota Técnica - 2022 - Maio - Número 28 - Dirur
18,10/05/2022 17:09,Gasto social com crianças e adolescentes: Descrição metodológica,"Autores (as): Enid Rocha Andrade da Silva, José Aparecido Carlos Ribeiro, Valéria Rezende de Oliveira, Liliana Chopitea Zaconeta, Santiago Falluh Varella e Denise Cristina Correa Rocha",/portal/images/stories/PDFs/nota_tecnica/220510_62_nt_disoc_101_web.pdf,Nota Técnica - 2022 - Maio - Número 101 - Disoc
19,06/05/2022 17:03,"A Nova Rota da Seda e a Projeção Econômica Internacional da China: Redes de Financiamento, Fluxos de Investimento Externo Direto (IED) e Contratos de Construção","Autores (as): Marco Aurélio Alves de Mendonça, Carlos Renato da Fonseca Ungaretti Lopes Filho e Juliana Kelly Barbosa da Silva Oliveira",/portal/images/stories/PDFs/nota_tecnica/220506_217010_nt_dinte_52_web.pdf,Nota Técnica - 2022 - Maio - Número 52 - Dinte
20,20/04/2022 18:05,Normalização Técnica : Dinâmica da economia agrícola da China e de suas províncias e regiões,Autor: João Vitor Borges da Silva,http://repositorio.ipea.gov.br/bitstream/11058/10957/2/NT_51_Dinte_Dinamica_Econom_Agricola.pdf,Nota Técnica - 2022 - Abril - Número 51 - Dinte
21,12/04/2022 10:52,"Author(s): Renato Baumann, Gilberto Libanio, Mário Joplin, Hugo Lasco, Scarlet Queen, Marcelo Nonnenberg, Zhou Mi, Xu Man, Tang Jie, Kou Chunhe and Li Wei.",,http://repositorio.ipea.gov.br/bitstream/11058/11119/1/NT_08_Dinte_ResearchforInvestment.pdf,Technical Note - 2022 - Abril - Number 08- Dinte
22,11/04/2022 14:04,Normalização Técnica : O Modelo Chinês,Autor: Luís Fernando Tironi,http://repositorio.ipea.gov.br/bitstream/11058/10959/2/NT_50_Dinte_NormalizacaoTecnica.pdf,Nota Técnica - 2022 - Abril - Número 50 - Dinte
23,08/04/2022 17:31,Participar em cadeia global  de valor é objetivo de política?,Autor: Renato Baumann,/portal/images/stories/PDFs/nota_tecnica/220408_nt_dinte_47_web.pdf,Nota Técnica - 2022 - Março - Número 47 - Dinte
24,01/04/2022 17:16,"Acessão à OCDE: Experiências recentes e seus efeitos sobre investimento, comércio e crescimento econômico",Autor: Ignácio Tavares de Araújo Júnior,/portal/images/stories/PDFs/nota_tecnica/220401_nt_dinte_49_web.pdf,Nota Técnica - 2022 - Abril - Número 49 - Dinte
25,31/03/2022 17:10,A Dinâmica Rescente do Algodão no Mato Grosso: Possibilidades de Exportação para o Peru e Ásia-Pacífico,"Autores: Pedro Silva Barros, Luciano Wexell Severo, Alexandre Gervásio de Sousa e Helitton Chistoffer Carneiro",/portal/images/stories/PDFs/nota_tecnica/220331_nt_dinte_48_web.pdf,Nota Técnica - 2022 - Março - Número 48 - Dinte
26,31/03/2022 16:05,Impactos fatais da covid-19 nos trabalhadores brasileiros,"Autores: Ernesto Pereira Galindo, Sandro Pereira Silva e Jorge Ubirajara Pedreira Júnior",/portal/images/stories/PDFs/nota_tecnica/220331_nt_dirur_n_27.pdf,Nota Técnica - 2022 - Março - Número 27 - Dirur
27,31/03/2022 10:48,FAB vs Embraer: considerações sobre a revisão do programa KC-390,Autores: Luís Felipe Giesteira e Marcos José Barbieri Ferreira,/portal/images/stories/PDFs/nota_tecnica/220331_nt_dinte_n_46.pdf,Nota Técnica - 2022 - Março - Número 46 - Dinte
28,24/03/2022 10:51,Integração Econômica Bilateral Argentina-Brasil: reconstruindo pontes,"Autores: Pedro Silva Barros, Fernando J. Ribeiro, André Pineli, Luciano Wexell Severo, Corival Alves do Carmo, Julia de Souza Borba Gonçalves e Helitton Christoffer Carneiro",/portal/images/stories/PDFs/nota_tecnica/220324_nt_dinte_n_44.pdf,Nota Técnica - 2022 - Março - Número 44 - Dinte
29,22/03/2022 15:31,China-Brazil Agricultural Trade Research,,/portal/images/stories/PDFs/nota_tecnica/220322_nt_dinte_n_07.pdf,Technical Note - 2022 - March - Number 07 - Dinte
30,21/03/2022 11:21,Precatórios da União: ascensão e comportamento entre os órgãos orçamentários,Autor: Camillo de Moraes Bassi,/portal/images/stories/PDFs/nota_tecnica/220321_nt_dides_n_02.pdf,Nota Técnica - 2022 - Março - Número 02 - Dides
31,15/03/2022 14:36,"Evolução da agricultura chinesa, da fome às reformas de desenvolvimento do setor","Autores(as): Scarlett Queen Almeida Bispo, Michelle Marcia Viana Martins e Alicia Cechin",/portal/images/stories/PDFs/nota_tecnica/220315_nota_tecnica_45.pdf,Nota Técnica - 2022 - Março - Número 45 - Dinte
32,08/03/2022 10:36,Os acordos comerciais do Brasil,Autor: Renato Coelho Baumann das Neves,/portal/images/stories/PDFs/nota_tecnica/220308_nt_dinte_n_41.pdf,Nota Técnica - 2022 - Janeiro - Número 41 - Dinte
33,02/03/2022 17:18,As emendas parlamentares e a apropriação sobre o orçamento público: Uma discussão sobre o falso ou o verdadeiro,Autor: Camillo de Moraes Bassi,/portal/images/stories/PDFs/nota_tecnica/220302_nt_dides_n_01.pdf,Nota Técnica - 2022 - Março - Número 01 - Dides
34,10/02/2022 21:16,"Efeitos Econômicos de Acordos de Livre Comércio Sobre o Brasil: Os Casos da Parceria Econômica Regional Abrangente, do Acordo Abrangente e Progressivo Para a Parceria Transpacífica e do Acordo da Zona de Livre Comércio da África Continental",Autores: Admir Antonio Betarelli Jr e Weslem Rodrigues Faria,/portal/images/stories/PDFs/nota_tecnica/220210_nt_dinte_43.pdf,Nota Técnica - 2022 - Fevereiro - Número 43 - Dinte
35,07/02/2022 19:46,Avaliação dos impactos econômicos de cenários de revisão da união aduaneira do Mercosul,"Autores: Fernando J. Ribeiro, Alicia Cechin e Gerlane Andrade",/portal/images/stories/PDFs/nota_tecnica/220207_nt_dinte_n_40_avaliacao_dos_impactos_economicos.pdf,Nota Técnica - 2022 - Janeiro - Número 40 - Dinte
36,04/02/2022 11:56,Proposta de redação à regulamentação da política nacional de apoio e desenvolvimento das micro e pequenas empresas,"Autores: Mauro Oddo Nogueira, Leonardo Meira Reis, Antonio Everton Chaves Junior e Henrique Reichert",/portal/images/stories/PDFs/nota_tecnica/220204_nt_diset_n_97.pdf,Nota Técnica - 2022 - Fevereiro - Número 97 - Diset
37,31/01/2022 19:00,Avaliação situacional do programa tarifa social de energia elétrica (TSEE) a partir das medidas de enfrentamento da crise socioeconômica decorrente da pandemia de COVID-19,Autores: Edison Benedito da Silva Filho e Guilherme Vampré Homsy,/portal/images/stories/PDFs/nota_tecnica/220131_nt_diset_n_96.pdf,Nota Técnica - 2022 - Janeiro - Número 96 - Diset
38,31/01/2022 18:50,Utilização da infraestrutura dos sistemas de transmissão e distribuição de energia elétrica para transmissão de dados,Autor: Rogério Diogne de Souza e Silva,/portal/images/stories/PDFs/nota_tecnica/220131_nt_diset_n_95.pdf,Nota Técnica - 2022 - Fevereiro - Número 95 - Diset
39,31/01/2022 17:22,"Os mega-acordos regionais contemporâneos (CPTPP, RCEP E AFCFTA): Uma primeira aproximação comparativa aos acordos e suas estruturas regulatórias",Autores: Marina Amaral Egydio de Carvalho e Marcus Maurer de Salles,/portal/images/stories/PDFs/nota_tecnica/220131_nt_dinte_n_42.pdf,Nota Técnica - 2022 - Janeiro - Número 42 - Dinte
40,28/01/2022 14:03,Perfil da população rural na pesquisa de orçamentos familiares (IBGE) de 2017-2018 e a evolução dos dados de insegurança alimentar: uma análise preliminar,Autor: Alexandre Valadares,/portal/images/stories/PDFs/nota_tecnica/220128_nt_disoc_100.pdf,Nota Técnica - 2022 - Janeiro - Número 100 - Disoc
41,17/01/2022 17:40,Matriz de Relacionamentos de Classificações de Produtos e de Atividades Econômicas do Setor Mineral – Metodologia,Autor: Mariano Laio de Oliveira,/portal/images/stories/PDFs/nota_tecnica/220117_nt_metodologia_construcao.pdf,Nota Técnica - 2022 - Janeiro - Número 94 - Diset
42,10/01/2022 12:50,A Dinâmica do emprego setorial no último biênio,"Autores: Carlos Henrique Corseuil, Gabriela Padilha, Lauro Ramos e Felipe Russo",/portal/images/stories/PDFs/nota_tecnica/220110_nt_disoc_dinamica_do_emprego.pdf,Nota Técnica - 2022 - Janeiro - Número 99 - Disoc
43,10/01/2022 12:15,Brazil and the United States: routes for improving a historical economic partnership,Autores: Flavio Lyrio Carneiro e Walter Antonio Desiderá Neto,/portal/images/stories/PDFs/nota_tecnica/220110_tn_dinte_06_brazil_e_usa.pdf,Technical Note - 2022 - January - Número 06 - Dinte
44,10/12/2021 14:13,Por Dentro do Mapa das OSCS: Metodologia da Base de Dados (Versão 2021),Autores: Ana Camila Ribeiro e Pereira Pedro Gomes Andrade,/portal/images/stories/PDFs/nota_tecnica/211012_nt_diest_n_56.pdf,Nota Técnica - 2021 - Dezembro- Número 56- Diest
45,09/12/2021 19:08,Medidas Sanitárias e Comércio Internacional no Contexto das Zoonoses: Análise Preliminar Para o Mercado de Carnes,Autores: Michelle Márcia Viana Martins e Laura Morais Nascimento Silva,/portal/images/stories/PDFs/nota_tecnica/211209_nt_dinte_n39_web.pdf,Nota Técnica - 2021 - Dezembro- Número 39- Dinte
46,09/12/2021 18:23,Economic Impacts Of a Free Trade Agreement Between Mercosur And The US: A General Equilibrium Approach,Autores: Fernando J. Ribeiro e Alicia Cechin,/portal/images/stories/PDFs/nota_tecnica/211209_tn_n_05_web.pdf,Technical Note - 2021 - December - Number 05- Dinte
47,07/12/2021 09:32,Relatório de assistência tarifária efetiva aos setores econômicos no Brasil: estimativas atualizadas para 2018,Autores: Fernando J. Ribeiro e Gerlane G. de Andrade,/portal/images/stories/PDFs/nota_tecnica/211207_nt_dinte_n38.pdf,Nota Técnica - 2021 - Dezembro - Número 38 - Dinte
48,30/11/2021 18:37,Desempenho Produtivo da Indústria Brasileira Durante O Primeiro Trimestre de 2021,Autor: Luiz Dias Bahia,/portal/images/stories/PDFs/nota_tecnica/211130_nt_diset_93.pdf,Nota Técnica - 2021 - Novembro- Número 93- Diset
49,30/11/2021 17:07,Políticas Públicas Para Ciência e Tecnologia no Brasil: Cenário e Evolução Recente,Autor: Fernanda De Negri,/portal/images/stories/PDFs/nota_tecnica/211130_nt_diset_92.pdf,Nota Técnica - 2021 - Novembro- Número 92- Diset
50,23/11/2021 16:48,Dilemas No Uso De Defensivos Agrícolas: Diferenças Nas Práticas E Políticas Ligadas Aos Limites Máximos De Resíduos,Autor: Michelle Márcia Viana Martins,/portal/images/stories/PDFs/nota_tecnica/211123_nt_dinte_37.pdf,Nota Técnica - 2021 - Novembro- Número 37- Dinte
51,17/11/2021 18:18,Mortalidade por Covid-19 e Queda do Emprego no Brasil e no Mundo,Autor: Marcos Hecksher,/portal/images/stories/PDFs/nota_tecnica/211117_disoc_n_98.pdf,Nota Técnica - 2021 - Agosto- Número 98- Disoc
52,12/11/2021 18:11,Brazil And Russia: How To Improve The Economic Relationship Beyond Resource-Based Industries,"Autores: André Pineli, Fernando J. Ribeiro, Flavio Lyrio Carneiro e Mateus de Azevedo Araújo",/portal/images/stories/PDFs/nota_tecnica/211112_dinte_n_4.pdf,Technical Note - 2021 - November - Number 04 - Dinte
53,12/11/2021 18:05,Avaliação Preliminar dos Impactos Sobre a Economia Brasileira do Acordo de Livre Comércio Entre Mercosul e Coreia do Sul: Avaliação com Base em Modelo de Equilíbrio Geral Dinâmico Utilizando o Gtap Versão 10,Autor: Fernando J. Ribeiro,/portal/images/stories/PDFs/nota_tecnica/211112_dinte_n_36.pdf,Nota Técnica - 2021 - Novembro- Número 36- Dinte
54,12/11/2021 17:59,Economic Impacts Of A Free Trade Agreement Between Brazil And Russia: A General Equilibrium Approach,"Autores: Fernando J. Ribeiro, Gerlande Andrade, Alicia Cechin",/portal/images/stories/PDFs/nota_tecnica/211112_nt_dinte_n_3.pdf,Technical Note - 2021 - November- Número 03 - Dinte
55,10/11/2021 17:33,Análise da Nova Estratégia Nacional de Inovação ?,"Autores: Fernanda De Negri, Tulio Chiarini, Priscila Koeller, Graziela Zucoloto, Pedro Miranda, Larissa Pereira, Leonardo Szigethy, André Rauen e Flavio Lobo",/portal/images/stories/PDFs/nota_tecnica/211110_nt_diset_n_91.pdf,Nota Técnica - 2021 - Outubro - Número 91- Diset
56,04/11/2021 19:25,Brazil and India: Peculiar Relationship With Big Potential,"Autores: Renato Baumann, Fernando J. Ribeiro, Flavio Lyrio Carneiro e Mateus de Azevedo Araújo",/portal/images/stories/PDFs/nota_tecnica/211104_nt_dinte_n_02.pdf,Technical Note - 2021 - October - Number 02 - Dinte
57,29/10/2021 16:51,Violência Contra Pessoas Com Deficiência: o Que Dizem os Dados da Saúde Pública?,"Autores: Rute Imanishi Rodrigues, Helder Ferreira, Gabriel de Oliveira Accioly Lins e Paloma Palmieri Alves",/portal/images/stories/PDFs/nota_tecnica/211029_nt_diset_n_54.pdf,Nota Técnica - 2021 - Outubro - Número 54- Diest
58,26/10/2021 19:20,"Gabinetes Ministeriais da Nova República (1985-2020): Cargos, Composição Partidária e Mudança",Autor: Acir Almeida,/portal/images/stories/PDFs/nota_tecnica/211026_nt_diest_n53.pdf,Nota Técnica - 2021 - Outubro - Número 53- Diest
59,26/10/2021 15:55,"Situação Atual e Perspectivas Dos Serviços e Tecnologias Associadas ao 5G Na Europa: Internet Das Coisas (Iot), Indústria 4.0",Autor: Robert Spadinger,/portal/images/stories/PDFs/nota_tecnica/211026_nt_diset_n_90.pdf,Nota Técnica - 2021 - Outubro - Número 90- Diset
60,07/10/2021 14:09,Transparência e Dados Abertos sobre Covid-19 nas capitais brasileiras: características e diagnóstico,Autores: Sivaldo Pereira da Silva e Igor Ferraz da Fonseca,/portal/images/stories/PDFs/nota_tecnica/211007_nt_diest_n52.pdf,Nota Técnica - 2021 - Setembro - Número 52 - Diest
61,29/09/2021 13:59,Assessing the effects of a free trade agreement between Brazil and India: A General Equilibrium Approach,,/portal/images/stories/PDFs/nota_tecnica/210929_technical_note_dinte_n1.pdf,Technical Note - 2021 - September - Number 35- Dinte
62,28/09/2021 15:24,Desempenho do Mercado de Planos de Saúde (2014-2018),"Autores: Carlos Octávio Ocké-Reis, Rodrigo Mendes Leal e Simone de Souza Cardoso",/portal/images/stories/PDFs/nota_tecnica/210927_disoc_n_97.pdf,Nota Técnica - 2021 - Agosto - Número 97- Disoc
63,15/09/2021 15:13,Desempenho produtivo da indústria brasileira durante o ano de 2020,Autor: Luiz Dias Bahia,/portal/images/stories/PDFs/nota_tecnica/210916_nt_diest_n_89.pdf,Nota Técnica - 2021 - Agosto - Número 89 - Diset
64,01/09/2021 15:01,Desempenho produtivo da indústria brasileira durante o terceiro trimestre de 2020,Autor: Luiz Dias Bahia,/portal/images/stories/PDFs/nota_tecnica/210901_nt_diset_n_88.pdf,Nota Técnica - 2021 - Setembro - Número 88 - Diset
65,31/08/2021 18:48,Remunerações e Desigualdades Salariais no Funcionalismo Brasileiro (1985-2018),"Autores: Félix Lopez, Bruno Portes, José Teles, Ulisses Ferreira, Leonardo Silveira, Erivelton Guedes, Pedro Elgaly e Ademar Guedes",/portal/images/stories/PDFs/nota_tecnica/210831_nt_diest_n_51.pdf,Nota Técnica - 2021 - Agosto - Número 51- Diest
66,26/08/2021 18:10,Pandemia e Fronteiras: O Primeiro Ano No Brasil,"Autores: Bolívar Pêgo, Rosa Moura, Caroline Krüger, Gustavo Ferreira, Líria Nagamine e Maria Nunes",/portal/images/stories/PDFs/nota_tecnica/210826_nt_dirur_n_26.pdf,Nota Técnica - 2021 - Agosto - Número 26- Dirur
67,26/08/2021 16:09,Desempenho produtivo da indústria brasileira durante o segundo trimestre de 2020,Autor: Luiz Dias Bahia,/portal/images/stories/PDFs/nota_tecnica/210826_nt_diset_n_87.pdf,Nota Técnica - 2021 - Agosto - Número 87 - Diset
68,24/08/2021 18:48,Elementos Conceituais Para o Catálogo de Políticas Públicas,Autor: Joana Alencar,/portal/images/stories/PDFs/nota_tecnica/210824_nt_diset_n_50.pdf,Nota Técnica - 2021 - Agosto - Número 50- Diest
69,18/08/2021 17:50,A Ponte do Abunã e a Integração da Amacro ao Pacífico,"Autores: Pedro Silva Barros, Luciano Wexell Severo, Cristovão Henrique Ribeiro da Silva e Helitton Christoffer Carneiro",/portal/images/stories/PDFs/nota_tecnica/210818_nt_dinte_n_35.pdf,Nota Técnica - 2021 - Agosto - Número 35- Dinte
70,18/08/2021 11:14,Desempenho econômico-financeiro das operadoras líderes do mercado de planos de saúde (2007-2019),"Autores: Carlos Octávio Ocké-Reis, Norberto Montani Martins e Daniel Chaves Drach",/portal/images/stories/PDFs/nota_tecnica/210818_nt_disoc_n_96.pdf,Nota Técnica - 2021 - Agosto - Número 96 - Disoc
71,06/08/2021 17:17,Análise das Propostas do Plano Beps da OCDE/ G20 Sobre Tributação dos Serviços Digitais e a Atual Situação Internacional,Autor: Pedro Humberto B. Carvalho Junior,/portal/images/stories/PDFs/nota_tecnica/210806_nt_dinte_n_34.pdf,Nota Técnica - 2021 - Agosto - Número 34 - Dinte
72,05/08/2021 15:57,Desempenho Produtivo da Indústria Brasileira Durante o Primeiro Trimestre de 2020,Autor: Luiz Dias Bahia,/portal/images/stories/PDFs/nota_tecnica/210805_nt_diset_n_86.pdf,Nota Técnica - 2021 - Agosto - Número 86 - Diset
73,21/07/2021 16:19,Desempenho Produtivo da Indústria Brasileira Durante o Ano de 2019,Autor: Luiz Dias Bahia,/portal/images/stories/PDFs/nota_tecnica/210721_nt_diset_n_85.pdf,Nota Técnica - 2021 - Julho - Número 85- Diset
74,20/07/2021 13:40,Cor ou raça dos servidores civis ativos do Executivo federal (1999-2020),Autores: Tatiana Dias Silva e Felix Lopez,/portal/images/stories/PDFs/nota_tecnica/210720_nt_diest_n_49.pdf,Nota Técnica - 2021 - Março - Número 49 - Diest
75,15/07/2021 14:50,Inaudíveis: Quem Deixou de Ser Coberto Pelas Pesquisas Telefônicas E Diferenças em Relação aos Registros Administrativos,Autor: Marcos Hecksher,/portal/images/stories/PDFs/nota_tecnica/210715_disco_n_95.pdf,Nota Técnica - 2021 - Junho - Número 95- Disoc
76,01/07/2021 15:25,O Fomento a Tecnologias Alternativas no Transporte Coletivo por Ônibus para Reduzir a Evasão de Usuários E Ampliar a Segurança Energética Nacional,Autor: George Vasconcelos Goes,/portal/images/stories/PDFs/nota_tecnica/210701_nt_diset_n_84.pdf,Nota Técnica - 2021 - Junho- Número 84 - Diset
77,16/06/2021 16:00,COVID-19 e o Impacto das Teleatividades no Transporte Metropolitano e Não Metropolitano,Autor: George Vasconcelos Goes,/portal/images/stories/PDFs/nota_tecnica/210616_nt_n_83_covid_19.pdf,Nota Técnica - 2021 - Junho- Número 83 - Diset
78,14/06/2021 10:35,"Previsão de arrecadação de recursos do Fundo Nacional de Desenvolvimento Científico e Tecnológico (FNDCT) para o período 2021-2024, segundo novas determinações legais",Autores: Priscila Koeller e André Tortato Rauen,/portal/images/stories/PDFs/nota_tecnica/210614_nt_diset_n_82.pdf,Nota Técnica - 2021 - Junho- Número 82- Diset
79,07/06/2021 19:57,Metodologia para Identificação das Transferências Federais Para a Atenção Primária em Saúde: O Caso das Emendas Parlamentares de 2014 a 2018,Autor: Rodrigo Pucci de Sá e Benevides,/portal/images/stories/PDFs/nota_tecnica/210607_nt_disoc_n_94.pdf,Nota Técnica - 2021 - Junho - Número 94- Disoc
80,27/05/2021 21:34,Por uma Agência Nacional de Prevenção e Investigação de Acidentes de Transportes,"Autores: Ana Flávia Silva de Paula, Erivelton Pires Guedes, Paulo César Pêgas Ferreira, Bruno Portes Costa de Castro, Luciana Freitas de Andrade e Luiza de Alencar Dusi",/portal/images/stories/PDFs/nota_tecnica/210527_nt_diset_n_81.pdf,Nota Técnica - 2021 - Maio- Número 81- Diset
81,10/05/2021 11:09,O papel das estruturas territoriais na propagação da Covid-19 na fronteira amazônica,Autora: Maria Nunes,/portal/images/stories/PDFs/nota_tecnica/210510_nota_tecnica_dirur_n_25.pdf,Nota Técnica - 2021 - Maio- Número 25 - Dirur
82,26/04/2021 08:45,As Condições de Acessibilidade Urbana dos Terrenos Vazios da União nos Centros Urbanos,Autores: Rafael H. M. Pereira e Carlos Kauê Vieira Braga,/portal/images/stories/PDFs/nota_tecnica/210426_nt_dirur_n_24.pdf,Nota Técnica - 2021 - Abril- Número 24 - Dirur
83,20/04/2021 14:49,Medidas Legais de Distanciamento Social: Análise Comparada da Primeira e Segunda Ondas da Pandemia da Covid-19 no Brasil,Autor: Rodrigo Fracalossi de Moraes,/portal/images/stories/PDFs/nota_tecnica/210422_nt_33_dinte.pdf,Nota Técnica - 2021 - Abril- Número 33 - Dinte
