,Data de Criação,Título,Autor,Link do PDF,Nota Técnica
84,12/04/2021 12:44,"Novo Modelo de Contrato de Mobilidade Urbana: Como Gerar Receita, Aumentar Uso e Reduzir Custos de Transporte Público Urbano","Autores: Breno Zaban, Fabiano Mezadre Pompermayer e Carlos Henrique Ribeiro de Carvalho",/portal/images/stories/PDFs/nota_tecnica/210412_nt_dirur_n_23.pdf,Nota Técnica - 2021 - Abril - Número 23- Dirur
85,12/03/2021 09:32,Remunerações dos servidores civis ativos do Executivo federal (1999-2020),Autores: Félix Lopez e José Teles Mendes,/portal/images/stories/PDFs/nota_tecnica/210312_nt_diest_n_48.pdf,Nota Técnica - 2021 - Março - Número 48 - Diest
86,12/03/2021 09:26,A nova relação entre o Tesouro Nacional (TN) e o Banco Central do Brasil (BCB): Uma discussão sobre as condições que permitiram a transferência da Reserva de Resultado (RR),Autor: Camillo de Moraes Bassi,/portal/images/stories/PDFs/nota_tecnica/210312_nt_disoc_n_93.pdf,Nota Técnica - 2021 - Março - Número 93 - Disoc
87,10/02/2021 10:59,Comportamento do mercado de trabalho brasileiro em duas recessões: análise do período 2015-2017 e da pandemia de Covid-19,"Autores: Carlos Henrique Corseuil, Maíra Franca, Gabriela Padilha, Lauro Ramos e Felipe Russo",/portal/images/stories/PDFs/nota_tecnica/210210_nt_disoc_n_92.pdf,Nota Técnica - 2021 - Fevereiro - Número 92 - Disoc
88,09/02/2021 12:57,Compras Públicas de Inovações Segundo o Texto Final do PL No 4.253/2020,Autor: André Tortato Rauen,/portal/images/stories/PDFs/nota_tecnica/210209_nt_diset_80_compras_publicas.pdf,Nota Técnica - 2021 - Fevereiro - Número 80- Diset
89,01/02/2021 19:01,Oito Meses de Pandemia no Brasil: Medidas Para o Enfrentamento Federativo e Perspectivas Com as Vacinas,"Autores: Bolívar Pêgo, Rosa Moura, Caroline Krüger, Gustavo Ferreira, Líria Nagamine, Maria Nunes e Paula Moreira",/portal/images/stories/PDFs/nota_tecnica/210201_nt_dirur_n_21_sumex.pdf,Nota Técnica - 2021 - Janeiro - Número 21- Dirur
90,29/01/2021 10:00,Pandemia e Fronteiras: Oito Meses em Evolução no Brasil,"Autores: Bolívar Pêgo, Rosa Moura, Caroline Krüger, Gustavo Ferreira, Líria Nagamine, Maria Nunes e Paula Moreira",/portal/images/stories/PDFs/nota_tecnica/210128_nt_dirur_n_22_sumex.pdf,Nota Técnica - 2021 - Janeiro - Número 22- Dirur
91,26/01/2021 15:41,Mobilização da Academia Em Instâncias Colegiadas Durante Crise da Covid-19: Mapeamento das Experiências nos Estados Brasileiros,"Autores: Pedro Lucas de Moura Palotti, Natália Massaco Koga, Bruno Gontyjo do Couto e Maricilene Isaira Baia do Nascimento",/portal/images/stories/PDFs/nota_tecnica/210126_nt_diest_n_47.pdf,Nota Técnica - 2021 - Janeiro - Número 47- Diest
92,26/01/2021 15:36,Dez Anos de Recrutamento na Magistratura Trabalhista Brasileira (2007-2016),"Autores: Fernando de Castro Fontainha, Jaqueline de Jesus Cardoso e Alexandre dos Santos Cunha",/portal/images/stories/PDFs/nota_tecnica/210126_nt_diest_n_42.pdf,Nota Técnica - 2021 - Janeiro - Número 42 - Diest
93,25/01/2021 17:32,Análise dos Dados Preliminares do Comércio Mundial em 2020,Autor: Fernando Ribeiro,/portal/images/stories/PDFs/nota_tecnica/210125_nt_dinte_n_32.pdf,Nota Técnica - 2021 - Janeiro - Número 32- Dinte
94,22/01/2021 11:17,A Segunda Onda da Pandemia (Mas Não do Distanciamento Físico): Covid-19 E Políticas de Distanciamento Social dos Governos Estaduais no Brasil,Autor: Rodrigo Fracalossi de Moraes,/portal/images/stories/PDFs/nota_tecnica/210122_nt_dinte_n_31.pdf,Nota Técnica - 2021 - Janeiro - Número 31- Dinte
95,21/01/2021 14:20,"Filhos""Cuidados"" Pelo Estado: O que nos Informa o Relatório do Ipea Sobre o Reordenamento dos Serviços de Acolhimento de Crianças e Adolescentes","Autores: Elaine Cristina Licio, Marina Brito Pinheiro, Marco Natalino e Enid Rocha",/portal/images/stories/PDFs/nota_tecnica/210121_nt_disoc_n_91.pdf,Nota Técnica - 2021 - Janeiro - Número 91 - Disoc
96,14/01/2021 11:57,China: Importação dos Principais Subsetores do Agronegócio e o Market-Share Brasileiro,Autora: Scarlett Queen Almeida Bispo,/portal/images/stories/PDFs/nota_tecnica/210114_nt_dinte_n26.pdf,Nota Técnica - 2021 - Janeiro - Número 26 - Dinte
97,12/01/2021 19:55,Implementação da Tecnologia 5G no Contexto da Transformação Digital e Indústria 4.0,Autor: Robert Spadinger,/portal/images/stories/PDFs/nota_tecnica/210701_nt_diset_n_79.pdf,Nota Técnica - 2021 - Janeiro - Número 79 - Diset
98,18/12/2020 14:45,Seletividades no 1º Concurso Público Nacional Unificado da Magistratura do Trabalho,Autores: André Gambier Campos e Alexandre dos Santos Cunha,/portal/images/stories/PDFs/nota_tecnica/201218_nt_diest_n_45.pdf,Nota Técnica - 2020 - Dezembro - Número 45 - Diest
99,18/12/2020 14:42,Análise do Modelo de Seleção e Recrutamento do I Concurso Público Nacional Unificado para Ingresso na Carreira da Magistratura do Trabalho,"Autores: Isaac Costa Reis, Luciana Barbosa Musse e Alexandre dos Santos Cunha",/portal/images/stories/PDFs/nota_tecnica/201218_nt_diest_n_44.pdf,Nota Técnica - 2020 - Dezembro - Número 44 - Diest
100,17/12/2020 18:16,"Gana: Economia, Comércio Internacional, Investimentos e Relações com o Brasil","Autores: Fernando Ribeiro, Ana Saggioro Garcia, Caroline Chagas de Assis e Renata Albuquerque Ribeiro",/portal/images/stories/PDFs/nota_tecnica/201217_nt_dinte_n_30.pdf,Nota Técnica - 2020 - Dezembro - Número 30- Dinte
101,17/12/2020 18:10,Intensidade e Estrutura de Medidas Não Tarifárias Sobre as Importações Brasileiras no Triênio 2016-2018,Autores: Krisley Mendes e André Araújo Luchine,/portal/images/stories/PDFs/nota_tecnica/201217_nt_dinte_n_29.pdf,Nota Técnica - 2020 - Dezembro - Número 29- Dinte
102,11/12/2020 18:28,Panorama das Medidas Não Tarifárias do Mercosul e União Europeia: Uma Análise Comparativa,Autores: Michelle Marcia Viana Martins e Heloisa Lee Burnquist,/portal/images/stories/PDFs/nota_tecnica/201211_nr_dinte_28.pdf,Nota Técnica - 2020 - Dezembro - Número 28 - Dinte
103,09/12/2020 10:00,Uma Análise da Produtividade da Indústria Brasileira,"Autor: Mario Jorge Mendonça, Rodrigo M. Pereira e Beatriz Pinna",/portal/images/stories/PDFs/nota_tecnica/201208_nt_dirur_n_19.pdf,Nota Técnica - 2020 - Novembro - Número 19- Dirur
104,08/12/2020 15:21,Instrumentos de Avaliação do Investimento Externo,"Autor: Renato Baumann, Michelle R. Sanchez-Badin e Ana Maria Morais",/portal/images/stories/PDFs/nota_tecnica/201208_nt_dinte_n_27.pdf,Nota Técnica - 2020 - Dezembro - Número 27- Dinte
105,03/12/2020 11:57,Contribuição das conferências das cidade para a construção da política nacional de desenvolvimento urbano,Autor: Cleber Lago do Valle Mello Filho,/portal/images/stories/PDFs/nota_tecnica/201203_nota_tecnica_dirur_20.pdf,Nota Técnica - 2020 - Novembro - Número 20 - Dirur
106,02/12/2020 18:11,"I Concurso Público Nacional Unificado Para Ingresso na Carreira da Magistratura do Trabalho: Notas Sobre Vagas Reservadas, Candidatos com Condições Especiais e Com Isenção de Inscrição",Autor: Tatiana Dias Silva,/portal/images/stories/PDFs/nota_tecnica/201202_diest_n_43.pdf,Nota Técnica - 2020 - Novembro - Número 43 - Diest
107,20/11/2020 15:15,Usinas Heliotérmicas Híbridas: Integração de CSP com Outros Recursos Energéticos,Autor: Rogério Diogne de Souza e Silva,/portal/images/stories/PDFs/nota_tecnica/201120_nt_diset_n_77.pdf,Nota Técnica - 2020 - Novembro - Número 77 - Diset
108,16/11/2020 11:06,Gerando Famílias Artificiais Intraurbanas: Censo 2010,Autor: Bernardo Alves Furtado,/portal/images/stories/PDFs/nota_tecnica/201116_nt_diset_78_web.pdf,Nota Técnica - 2020 - Novembro - Número 78 - Diset
109,10/11/2020 19:58,"Trabalho, População Negra e Pandemia: Notas Sobre os Primeiros Resultados da PNAD Covid-19",Autores: Tatiana Dias Silva e Sandro Pereira Silva,/portal/images/stories/PDFs/nota_tecnica/201110_diest_n_46.pdf,Nota Técnica - 2020 - Novembro - Número 46 - Diest
110,06/11/2020 11:00,Chances de Óbito por Covid-19 Entre Os Trabalhadores Formais: Evidências do Estado do Rio de Janeiro,"Autores: Fernanda De Negri, Rafael. M. Galliez, Pedro Miranda, Priscila Koeller, Graziela Zucoloto, Joana Costa, Claudio. M. de Farias, Guilherme H. Travassos e Roberto de A. Medronho",/portal/images/stories/PDFs/nota_tecnica/201104_nt_diset_n_76.pdf,Nota Técnica - 2020 - Novembro - Número 76 - Diset
111,09/10/2020 00:00,"A Nova Metodologia de Reajuste dos Planos de Saúde Medirá os Custos, os Preços e a Eficiência das Operadoras?","Autores: Eduardo Pedral Sampaio Fiuza, Alexandre Marinho e Carlos Octávio Ocké-Reis",/portal/images/stories/PDFs/nota_tecnica/201007_nt_disoc_n_90.pdf,Nota Técnica - 2020 - Outubro - Número 90 - Disoc
112,22/09/2020 09:00,Impactos Socioeconômicos dos Acidentes de Transporte no Brasil no Período de 2007 a 2018,Autores: Paulo César Pêgas Ferreira,/portal/images/stories/PDFs/nota_tecnica/200911_impactos_socioeconomico.PDF,Nota Técnica - 2020 - Setembro - Número 75 - Diset
113,02/09/2020 19:15,Impactos Redistributivos das Transferências Públicas Monetárias e da Tributação Direta: Evidências Com a POF 2017-2018,,/portal/images/stories/PDFs/nota_tecnica/200902_nt_disoc_n_89.pdf,Nota Técnica - 2020 - Agosto - Número 89- Disoc
114,02/09/2020 10:45,Acesso Domiciliar à Internet e Ensino Remoto Durante a Pandemia,,/portal/images/stories/PDFs/nota_tecnica/200902_nt_disoc_n_88.pdf,Nota Técnica - 2020 - Agosto - Número 88 - Disoc
115,28/08/2020 11:35,Cinco meses de perdas de empregos e simulação de um incentivo a contratações,,/portal/images/stories/PDFs/nota_tecnica/200828_nt_disoc_n_87.pdf,Nota Técnica - 2020 - Agosto - Número 87 - Disoc
116,26/08/2020 15:53,Levantamento das Recomendações Para a Volta às Aulas em Tempos da Covid-19,Autores: Luis Claudio Kubota,/portal/images/stories/PDFs/nota_tecnica/200826_nt_disetn_74.pdf,Nota Técnica - 2020 - Agosto - Número 74 - Diset
117,07/08/2020 18:16,Covid-19 e Medidas de Distanciamento Social no Brasil: Análise Comparativa dos Planos Estaduais de Flexibilização,,/portal/images/stories/PDFs/nota_tecnica/200807_nt_dinte_nº_25_web.pdf,Nota Técnica - 2020 - Agosto - Número 25 - Dinte
118,07/08/2020 13:49,Diálogo com a Organização para a Cooperação e o Desenvolvimento Econômico (OCDE): indicadores de recursos do sistema brasileiro de saúde em tempos de pandemia,,/portal/images/stories/PDFs/nota_tecnica/200607_nt_disoc_n_86.pdf,Nota Técnica - 2020 - Agosto - Número 86 - Disoc
119,06/08/2020 10:51,Inovação Institucional na Coordenação Federativa para o Enfrentamento e Saída do Surto de Covid-19,,/portal/images/stories/PDFs/nota_tecnica/200806_nt_41_diest.pdf,Nota Técnica - 2020 - Julho - Número 41 - Diest
120,04/08/2020 12:21,Relatório de assistência tarifária efetiva aos setores econômicos no Brasil: estimativas atualizadas para 2017,,/portal/images/stories/PDFs/nota_tecnica/200804_nt_dinte_n_24.pdf,Nota Técnica - 2020 - Agosto - Número 24 - Dinte
121,04/08/2020 09:00,Estado e Saneamento: Sugestões de Apoio à População Carente Durante e Após a Pandemia da Covid-19,,/portal/images/stories/PDFs/nota_tecnica/200803_nt_dirur_n_18_web.pdf,Nota Técnica - 2020 - Julho - Número 18 - Dirur
122,01/08/2020 10:00,Aspectos socioeconômicos da COVID-19: o que dizem os dados do Município do Rio de Janeiro?,,/portal/images/stories/PDFs/nota_tecnica/200731_nt_diset_n_72.pdf,Nota Técnica - 2020 - Julho - Número 72 - Diset
123,30/07/2020 16:04,A Covid-19 e As Medidas Legais de Distanciamento dos Governos Estaduais: Análise Comparativa do Período de Março a Julho de 2020,,/portal/images/stories/PDFs/nota_tecnica/200730_nt_dinte_n_23.pdf,Nota Técnica - 2020 - Julho - Número 23 - Dinte
124,28/07/2020 13:17,Impactos da Paralisação Econômica em Decorrência da Covid-19 Sobre o Fundeb,,/portal/images/stories/PDFs/nota_tecnica/200728_nt_disoc_n_85_web.pdf,Nota Técnica - 2020 - Julho - Número 85- Disoc
125,27/07/2020 18:52,Reforma do Setor Brasileiro de Cabotagem: Impactos Sobre a Comparação Internacional,Autores: Rafael Leão e Alexandre Messa,/portal/images/stories/PDFs/nota_tecnica/200727_nt_diset_n_73_web.pdf,Nota Técnica - 2020 - Julho - Número 73 - Diset
126,27/07/2020 08:00,Os Dependentes da Renda dos Idosos e o Coronavírus: Órfãos ou Novos Pobres?,,/portal/images/stories/PDFs/nota_tecnica/200724_nt_disoc_n_81_web.pdf,Nota Técnica - 2020 - Julho - Número 81- Disoc
127,24/07/2020 16:00,Subsídios à Proposta Para Reorientar a Atuação do Fust Durante o Período de Emergência de Saúde Pública Decorrente da Covid-19 (Pl Nº 2.388/2020),,/portal/images/stories/PDFs/nota_tecnica/200724_nt_Disoc_n_84_web.pdf,Nota Técnica - 2020 - Julho - Número 84 - Disoc
128,22/07/2020 17:06,PEC do Pacto Federativo – PEC No 10/2020: Sugestões Sobre Recursos Suplementares à Composição do Orçamento de Guerra,,/portal/images/stories/PDFs/nota_tecnica/200722_nt_disoc_n%C2%BA_82_web.pdf,Nota Técnica - 2020 - Julho - Número 82 - Disoc
129,16/07/2020 16:01,PEC do Pacto Federativo – PEC no 188/2019: Uma Discussão Sobre a Descentralização do Salário-Educação,,/portal/images/stories/PDFs/nota_tecnica/200716_nt_disoc_n_83.pdf,Nota Técnica - 2020 - Julho - Número 83- Disoc
130,15/07/2020 08:00,A Infraestrutura Sanitária e Tecnológica das Escolas e a Retomada das Aulas Em Tempos de Covid-19,,/portal/images/stories/PDFs/nota_tecnica/200715_nt_diset_n_70_web.pdf,Nota Técnica - 2020 - Julho - Número 70- Diset
131,10/07/2020 10:00,"A Covid-19, a Falta de Água nas Favelas e o Direito À Moradia no Brasil",,/portal/images/stories/PDFs/nota_tecnica/200709_nt_diest%20n%C2%BA_39_web.pdf,Nota Técnica - 2020 - Julho - Número 39- Diest
132,08/07/2020 17:36,"Covid-19 no Continente Africano: Impactos, Respostas e Desafios",,/portal/images/stories/PDFs/nota_tecnica/200807_nt_dinte_n_21.pdf,Nota Técnica - 2020 - Junho - Número 21- Dinte
133,08/07/2020 17:23,Vacina Para o Novo Coronavírus: um Caso Clássico de Encomenda Tecnológica,,/portal/images/stories/PDFs/nota_tecnica/200708_nt_n_71_diset.pdf,Nota Técnica - 2020 - Julho- Número 71 - Diset
134,06/07/2020 19:34,Reforma do Sistema Legal de Recuperação de Empresas Brasileiro Para o Enfrentamento da Crise Sistêmica da Covid-19,,/portal/images/stories/PDFs/nota_tecnica/200706_nt_diest_n_40.pdf,Nota Técnica - 2020 - Junho - Número 40- Diest
135,06/07/2020 12:26,O uso de tecnologia da informação para o enfrentamento à pandemia da Covid-19,,/portal/images/stories/PDFs/nota_tecnica/200706_nt_diest_n_38.pdf,Nota Técnica - 2020 - Junho - Número 38 - Diest
136,01/07/2020 10:57,Base Industrial de Defesa Brasileira no Combate à Covid-19,,/portal/images/stories/PDFs/nota_tecnica/200701_nota_tecnica_disoc_n_77_sumex.pdf,Nota Técnica - 2020 - Junho - Número 77 - Disoc
137,30/06/2020 13:01,PEC No 187/2019 – Pec dos Fundos Públicos: uma Estimativa dos Recursos Liberados Mediante a Desvinculação das Fontes,Autor: Camillo de Moraes Bassi,/portal/images/stories/PDFs/nota_tecnica/200630_nt_disoc_nº_79_web.pdf,Nota Técnica - 2020 - Junho - Número 79- Disoc
138,30/06/2020 13:00,O financiamento federal dos serviços socioassistenciais no contexto da Covid-19,,/portal/images/stories/PDFs/nota_tecnica/200630_nota_tecnica_disoc_n_80.pdf,Nota Técnica - 2020 - Junho - Número 80 - Disoc
139,25/06/2020 09:00,"Políticas Públicas e Violência Baseada no Gênero Durante a Pandemia Da Covid-19: Ações Presentes, Ausentes e Recomendadas",,/portal/images/stories/PDFs/nota_tecnica/200624_nt_disoc_78.pdf,Nota Técnica - 2020 - Junho - Número 78- Disoc
140,24/06/2020 18:48,Contextualização do Setor Elétrico Brasileiro e o Planejamento da Infraestrutura no Longo Prazo,,/portal/images/stories/PDFs/nota_tecnica/200624_nt_diset_69.pdf,Nota Técnica - 2020 - Junho - Número 69- Diset
141,19/06/2020 14:37,Revisão do Arranjo das Compras Públicas a Partir de um Contexto de Crise,,/portal/images/stories/PDFs/nota_tecnica/200619_nt_68_diset.pdf,Nota Técnica - 2020 - Junho - Número 68 - Diset
142,19/06/2020 08:42,Projeto de Lei nº 7843 de 2017 que institui regras e instrumentos para a eficiência pública,,/portal/images/stories/PDFs/nota_tecnica/200619_nt_diest_n_37.pdf,Nota Técnica - 2020 - Junho - Número 37 - Diest
143,18/06/2020 11:28,Perfil dos Beneficiários do Abono Salarial no Brasil e Proposta de Ação Emergencial no Contexto do Covid-19,,/portal/images/stories/PDFs/nota_tecnica/200618_nt_disoc_n_76.pdf,Nota Técnica - 2020 - Junho - Número 76 - Disoc
144,12/06/2020 11:00,Estimativa da população em situação de rua no Brasil (setembro de 2012 a março de 2020),,/portal/images/stories/PDFs/nota_tecnica/200612_nt_disoc_n_73.pdf,Nota Técnica - 2020 - Junho - Número 73 - Disoc
145,12/06/2020 09:00,População em Situação de Rua em Tempos de Pandemia: Um Levantamento de Medidas Municipais Emergenciais,"Autores: Tatiana Dias Silva, Marco Natalino e Marina Brito Pinheiro",/portal/images/stories/PDFs/nota_tecnica/200610_nt_74_diset.pdf,Nota Técnica - 2020 - Junho - Número 74 - Diest
146,10/06/2020 11:02,"Covid-19 e medidas legais de distanciamento social: isolamento social, gravidade da epidemia e análise do período de 25 de maio a 7 de junho de 2020 (boletim 5)",Autor: Rodrigo Fracalossi de Moraes,/portal/images/stories/PDFs/nota_tecnica/200610_nt_dinte_n_22.pdf,Nota Técnica - 2020 - Junho - Número 22 - Dinte
147,09/06/2020 18:42,Vulnerabilidades das Trabalhadoras Domésticas no Contexto da Pandemia de Covid-19 No Brasil,"Autores: Luana Pinheiro, Carolina Tokarski e Marcia Vasconcelos",/portal/images/stories/PDFs/nota_tecnica/200609_nt_disoc_n_75.pdf,Nota Técnica - 2020 - Junho - Número 75 - Disoc
148,05/06/2020 11:08,"Os Impactos da Pandemia de Covid-19 nas Organizações da Sociedade Civil: Conjuntura, Desafios e Perspectiva",Autores:Camila Escudero,/portal/images/stories/PDFs/nota_tecnica/200605_nt_diest_67.pdf,Nota Técnica - 2020 - Maio- Número 67- Diest
149,04/06/2020 19:45,Uma Análise da MP no 936/2020 Sobre os Rendimentos dos Trabalhadores e a Renda Domiciliar Per Capita,Autores:Joana Simões de Melo Costa e Mauricio Cortez Reis,/portal/images/stories/PDFs/nota_tecnica/200603_nt_71_disoc.pdf,Nota Técnica - 2020 - Maio- Número 71- Disoc
150,29/05/2020 16:22,Fontes de Dados Para Estudos Sobre a Covid-19,"Autores:André Sampaio Zuvanov, Camila Cardoso Pereira, Carlos Enrique Rodrigues Aragon, Eduardo Monteiro de Castro Gomes, Fernanda Santos Amorim, Gustavo Maia Rodrigues Gomes, Jader Martins Camboim de Sá, Luciano Moura Silva e Welligtton Silva Cavedo",/portal/images/stories/PDFs/nota_tecnica/200529_nt_gabin_10.pdf,Nota Técnica - 2020 - Maio - Número 10- Gabin
151,26/05/2020 15:14,As Transferências Monetárias Federais de Caráter Assistencial em Resposta à Covid-19: Mudanças e Desafios de Implementação,"Autores: Letícia Bartholo, Andrea Barreto de Paiva, Marco Natalino, Elaine Cristina Licio e Marina Brito Pinheiro",/portal/images/stories/PDFs/nota_tecnica/200526_nt_disoc_n_72.pdf,Nota Técnica - 2020 - Maio - Número 72 - Disoc
152,26/05/2020 09:00,"Covid-19 e Medidas Legais de Distanciamento Social: Isolamento Social, Descentralização e Análise do Período de 11 A 24 e Maio de 2020 (Boletim 4)",Autores: Rodrigo Fracalossi de Moraes,/portal/images/stories/PDFs/nota_tecnica/200526_nt_n_20_dinte.pdf,Nota Técnica - 2020 - Maio - Número 20- Dinte
153,22/05/2020 18:18,Proteção de Crianças e Adolescentes no Contexto da Pandemia da Covid-19: Consequências e Medidas Necessárias Para o Enfrentamento,Autores: Enid Rocha Andrade da Silva e Valéria Rezende de Oliveira,/portal/images/stories/PDFs/nota_tecnica/200522_nt_disoc_n_70.pdf,Nota Técnica - 2020 - Maio - Número 70 - Disoc
154,21/05/2020 20:40,Pandemia e Fronteiras Brasileiras: Análise a Evolução da Covid-19 e Proposições,"Autores: Bolívar Pêgo, Rosa Moura, Maria Nunes, Caroline Krüger, Paula Moreira, Gustavo Ferreira e Líria Nagamine",/portal/images/stories/PDFs/nota_tecnica/200521_n_16_dirur_sumex.pdf,Nota Técnica - 2020 - Maio - Número 16- Dirur
155,21/05/2020 20:28,Entrada de Meios Alternativos de Transporte Urbano: Histórico e Perspectivas Futuras,Autores: George Vasconcelos Goes,/portal/images/stories/PDFs/nota_tecnica/200521_n_66_diset.pdf,Nota Técnica - 2020 - Maio - Número 66- Diset
156,21/05/2020 10:21,"A Proposta de Adoção de Fila Única nas Unidades de Terapia Intensiva e nas Demais Internações Hospitalares, Durante A Pandemia de Covid-19 no Brasil: Considerações Teóricas do Campo da Economia da Saúde Sobre as Alternativas Disponíveis",Autores: Alexandre Marinho,/portal/images/stories/PDFs/nota_tecnica/200521_nt_65_diset.pdf,Nota Técnica - 2020 - Maio - Número 65- Diset
157,20/05/2020 11:23,Políticas públicas para pesquisa e inovação frente à crise da Covid-19,,/portal/images/stories/PDFs/nota_tecnica/200520_nota_tecnica_diset_n_64.pdf,Nota Técnica - 2020 - Maio - Número 64 - Diset
158,19/05/2020 17:20,Socorro Governamental às Pequenas Unidades Produtivas Frente à Atual Pandemia,"Autores: Mauro Oddo Nogueira, Sandro Pereira Silva e Sandro Sacchet de Carvalho",/portal/images/stories/PDFs/nota_tecnica/200519_NT_N63_Diset.pdf,Nota Técnica - 2020 - Maio - Número 63 - Diset
159,18/05/2020 10:41,"O Programa de Aquisição de Alimentos (PAA): instrumento de dinamismo econômico, combate à pobreza e promoção da Segurança Alimentar e Nutricional (SAN) em tempos de Covid-19","Autores: Regina Helena Rosa Sambuichi, Ana Flávia Cordeiro S. de Almeida, Gabriela Perin, Paulo Asafe Campos Spínola e Antônio Fernando Costa Pella",/portal/images/stories/PDFs/nota_tecnica/200518_nota_tecnica_dirur_n_17.pdf,Nota Técnica - 2020 - Maio - Número 17 - Dirur
160,14/05/2020 15:41,O Complexo Industrial da Saúde na Pintec 2017,Autores: Rafael Leão e Luis Felipe Giesteira,/portal/images/stories/PDFs/nota_tecnica/200514_nt_diset_n62_web.pdf,Nota Técnica - 2020 - Maio - Número 62 - Diset
161,12/05/2020 16:53,"Covid-19 e Medidas Legais de Distanciamento Social: Descentralização das Políticas, Relação com o Número de Óbitos e Análise do Período de 27 de Abril a 10 de Maio de 2020",Autores: Rodrigo Fracalossi de Moraes,/portal/images/stories/PDFs/nota_tecnica/200513_nt_dinte_n19_covid_19.pdf,Nota Técnica - 2020 - Maio - Número 19 - Dinte
162,08/05/2020 16:07,Agricultura Familiar e Abastecimento Alimentar no Contexto do Covid-19: Uma Abordagem das Ações Públicas Emergenciais,"Autores: Alexandre Arbex Valadares, Fábio Alves, Marcelo Galiza e Sandro Pereira Silva",/portal/images/stories/PDFs/nota_tecnica/200508_nt_disoc_n_69_web.pdf,Nota Técnica - 2020- Abril- Número 69- Disoc
163,07/05/2020 15:27,A propriedade industrial pode limitar o combate à pandemia?,"Autores: Graziela Zucoloto, Pedro Miranda e Patricia Porto",http://www.ipea.gov.br/portal/images/stories/PDFs/nota_tecnica/200507_nt_diset_n_61.pdf,Nota Técnica - 2020- Maio - Número 61- Diset
164,05/05/2020 17:16,Proteção Social aos Mais Vulneráveis em Contexto de Pandemia: Algumas Limitações Práticas de Auxílio Emergencial E a Adequação dos Benefícios Eventuais Como Instrumento Complementar de Política Socioassistencial,Autores: Marco Natalino e Marina Brito Pinheiro,/portal/images/stories/PDFs/nota_tecnica/200505_nt_disoc_n67_web.pdf,Nota Técnica - 2020- Abril - Número 67- Disoc
165,04/05/2020 09:49,Benefícios Emergenciais aos Trabalhadores Informais e Formais no Brasil: Estimativas das Taxas de Cobertura Combinadas da Lei 13.982 e da MP 936,Autores: Marcos D. Hecksher e Miguel N. Foguel,/portal/images/stories/PDFs/nota_tecnica/200504_nt_disoc_n_66.pdf,Nota Técnica - 2020- Abril - Número 66 - Disoc
166,30/04/2020 15:50,A Saúde Pública e o Enfrentamento da Crise Causada Pelo Coronavírus,Autores: Edvaldo Batista de Sá,/portal/images/stories/PDFs/nota_tecnica/200430_nt_disoc_n_68_web.pdf,Nota Técnica - 2020- Abril - Número 68- Disoc
167,30/04/2020 14:26,As Eleições Municipais e a Pandemia de Covid-19: Alternativas de Ação e Possíveis Impactos,Autores: Acir Almeida,/portal/images/stories/PDFs/nota_tecnica/200430_nt_diest%20n_36.pdf,Nota Técnica - 2020- Abril - Número 36- Diest
168,29/04/2020 15:54,Covid-19 e Medidas Legais de Distanciamento Social: Tipologia de Políticas Estaduais e Análise do Período De 13 a 26 de Abril de 2020,Autor: Rodrigo Fracalossi de Moraes,/portal/images/stories/PDFs/nota_tecnica/200429_nt18_covid-19.pdf,Nota Técnica - 2020 - Abril - Número 18- Dinte
169,29/04/2020 15:47,O Crescimento do Uso de Agrotóxicos: uma Análise Descritiva dos Resultados de Censo Agropecuário 2017,"Autor: Alexandre Valadares, Fábio Alves e Marcelo Galiza",/portal/images/stories/PDFs/nota_tecnica/200429_nt_disoc_n65.pdf,Nota Técnica - 2020 - Abril - Número 65- Disoc
