,PDF Links,Título do Artigo,Autor,Data Publicação,Título,Link
51,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/181002_ppe_v48_n2_art02.pdf,"RENDA INTERNA BRUTA REAL, GANHOS DE COMÉRCIO E TERMOS DE TROCA NO BRASIL DE 1948 A 2016","Estêvão Kopschitz Xavier Bastos, Pedro Américo",,PPE - Pesquisa e Planejamento Econômico - 48 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=34315
52,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/181002_ppe_v48_n2_art03.pdf,"DINÂMICA DA POBREZA, MUDANÇAS MACROECONÔMICAS E DISPARIDADES REGIONAIS NO BRASIL","Dércio Nonato Chaves de Assis, Fabrício Carneiro Linhares",,PPE - Pesquisa e Planejamento Econômico - 48 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=34315
53,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/181002_ppe_v48_n2_art04.pdf,FLUTUAÇÕES ECONÔMICAS DURANTE A GRAVIDEZ E INICIAÇÃO AO TABAGISMO ENTRE ADOLESCENTES NO BRASIL: EVIDÊNCIAS A PARTIR DA PESQUISA NACIONAL DE SAÚDE DO ESCOLAR 2012,"Victor Hugo de Oliveira, José Raimundo Carvalho, José Maria da Cunha Junior",,PPE - Pesquisa e Planejamento Econômico - 48 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=34315
54,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/181002_ppe_v48_n2_art05.pdf,BACKGROUNDFAMILIAR E DESEMPENHO ESCOLAR: UMA ABORDAGEM NÃO PARAMÉTRICA,"Wallace Patrick Santos de Farias Souza, Victor Rodrigues de Oliveira, Ana Cláudia Annegues",,PPE - Pesquisa e Planejamento Econômico - 48 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=34315
55,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/181002_ppe_v48_n2_art06.pdf,ESTÍMULOS FISCAIS E A INTERAÇÃO ENTRE AS POLÍTICAS MONETÁRIA E FISCAL NO BRASIL,"Julio Cesar de Mello Barros, Elcyon Caiado Rocha Lima",,PPE - Pesquisa e Planejamento Econômico - 48 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=34315
56,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/180426_ppe_v48_n1_art_01.pdf,A RELAÇÃO ENTRE INVESTIMENTO ESTRANGEIRO DIRETO E COMÉRCIO INTERNACIONAL NO BRASIL ENTRE 2001 E 2012,"Guilherme Pons Fiorentin, André Filipe Zago de Azevedo, Magnus dos Reis","2018 Abril - Volume 48, 1",PPE - Pesquisa e Planejamento Econômico - 48 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33074
57,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/180426_ppe_v48_n1_art_02.pdf,AVALIAÇÃO DA EFICIÊNCIA TÉCNICA DOS MUNICÍPIOS BRASILEIROS NA EDUCAÇÃO PÚBLICA,Bernardo P. Schettini,,PPE - Pesquisa e Planejamento Econômico - 48 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33074
58,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/180426_ppe_v48_n1_art_03.pdf,"ANÁLISE DO EFEITO DO GASTO SOCIAL DOS GOVERNOS FEDERAL, ESTADUAL E MUNICIPAL SOBRE A POBREZA NO BRASIL − 1988 A 2010",Martha Hanae Hiromoto,,PPE - Pesquisa e Planejamento Econômico - 48 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33074
59,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/180426_ppe_v48_n1_art_04.pdf,CUSTO ECONÔMICO DA ENERGIA EM MINAS GERAIS: IMPACTOS DAS ELEVAÇÕES DE TARIFAS ENTRE 2011 E 2015,"Aline Souza Magalhães, Kênia Barreiro de Souza, Terciane Sabadini Carvalho, Édson Paulo Domingues",,PPE - Pesquisa e Planejamento Econômico - 48 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33074
60,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/180426_ppe_v48_n1_art_05.pdf,"ENSINO PROFISSIONALIZANTE, DESEMPENHO ESCOLAR E INSERÇÃO PRODUTIVA: UMA ANÁLISE COM DADOS DO ENEM","Antônio José Negreiros Araújo, Flávia Chein, Cristine Pinto",,PPE - Pesquisa e Planejamento Econômico - 48 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33074
61,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/180426_ppe_v48_n1_art_06.pdf,IMPACTOS DOS PROGRAMAS DE TRANSFERÊNCIA DE RENDA BENEFÍCIO DE PRESTAÇÃO CONTINUADA E BOLSA FAMÍLIA SOBRE A ECONOMIA BRASILEIRA: UMA ANÁLISE DE EQUILÍBRIO GERAL,"Daiana Inocente da Silva, Joaquim Bento de Souza Ferreira Filho",,PPE - Pesquisa e Planejamento Econômico - 48 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=33074
62,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/180105_ppe_v47_n3_art01.pdf,TREINAMENTO E BUSCA POR MELHORES PARCERIAS EM MERCADOS COM INFORMAÇÃO ASSIMÉTRICA,"Antonio Marcos Ambrózio, Gustavo Gonzaga, Humberto Moreira","2017 Dezembro - Volume 47, 3",PPE - Pesquisa e Planejamento Econômico - 47 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32167
63,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/180105_ppe_v47_n3_art02.pdf,A RELAÇÃO ENTRE O ENSINO SUPERIOR PÚBLICO E PRIVADO E A RENDA E EMPREGO NOS MUNICÍPIOS BRASILEIROS,"Roberto Hsu Rocha, Naercio Menezes Filho, Alison Pablo de Oliveira, Bruno Kawaoka Komatsu",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32167
64,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/180105_ppe_v47_n3_art03.pdf,AMERICAN WAY OF LIFE E JEITINHO BRASILEIRO: COMO AFETAM A OFERTA DE TRABALHO DAS MULHERES?,"Regina Madalozzo, Priscylla Segantini",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32167
65,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/180105_ppe_v47_n3_art04.pdf,UMA DECOMPOSIÇÃO DA DESIGUALDADE DE RENDIMENTOS ENTRE TRABALHO FORMAL E POR CONTA PRÓPRIA NO BRASIL (2000-2010): EVIDÊNCIAS A PARTIR DE REGRESSÕES QUANTÍLICAS,"Francieli Tonet Maciel, Ana Maria Hermeto C. de Oliveira",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32167
66,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/180105_ppe_v47_n3_art05.pdf,ESTIMANDO O RETORNO DA ESCOLARIDADE DOS JOVENS POR CLASSE DE RENDA: 1997-2012,"Luciano Nakabashi, Leonardo Assahide",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32167
67,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/180105_ppe_v47_n3_art06.pdf,SUBSTITUIÇÃO DE COMBUSTÍVEIS FÓSSEIS POR ETANOL E BIODIESEL NO BRASIL E SEUS IMPACTOS ECONÔMICOS: UMA AVALIAÇÃO DO PLANO NACIONAL DE ENERGIA 2030,"Jeronimo Alves dos Santos, Joaquim Bento de Souza Ferreira Filho",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32167
68,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/180105_ppe_v47_n3_art07.pdf,"RESENHA DE INGLORIOUS REVOLUTION: POLITICAL INSTITUTIONS, SOVEREIGN DEBT, AND FINANCIAL UNDERDEVELOPMENT IN IMPERIAL BRAZIL",Leonardo Monasterio,,PPE - Pesquisa e Planejamento Econômico - 47 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=32167
69,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/170925_ppe_v47_n2_art01.pdf,MUDANÇAS DE REGIME E MULTIPLICADORES FISCAIS NO BRASIL EM 1999-2012: UMA AVALIAÇÃO EMPÍRICA COM USO DA METODOLOGIA MS-SBVAR,"Marco Antonio Castelo-Branco, Elcyon C. Rocha Lima, Luiz Fernando de Paula","2017 Setembro - Volume 47, 2",PPE - Pesquisa e Planejamento Econômico - 47 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31099
70,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/170925_ppe_v47_n2_art02.pdf,AVALIAÇÃO DO EFEITO DO PACTO PELA REDUÇÃO DA MORTALIDADE INFANTIL NO NORDESTE E AMAZÔNIA LEGAL,"Danyelle Karine Santos Branco, Bladimir Carrillo Bermúdez, João Eustáquio de Lima",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31099
71,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/170925_ppe_v47_n2_art03.pdf,"DEMANDA POR BEBIDAS ALCOÓLICAS E CIGARROS NO BRASIL: ELASTICIDADES, MICROSSIMULAÇÃO E VARIAÇÕES NO BEM-ESTAR","Aléssio Tony Cavalcanti de Almeida, Ignácio Tavares de Araújo Júnior",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31099
72,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/170925_ppe_v47_n2_art04.pdf,UMA PROPOSTA METODOLÓGICA PARA A ESTIMAÇÃO DA MATRIZ DE ABSORÇÃO DE INVESTIMENTOS (MAI) PARA O PERÍODO 2000-2009,"Thiago Miguez, Fabio Freitas, Gabriel Squeff, Lucas Vasconcelos, Thiago Moraes",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31099
73,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/170925_ppe_v47_n2_art05.pdf,NOVA EVIDÊNCIA DO EFEITO DO PESO CORPORAL NO SUCESSO NO MERCADO DE TRABALHO EM UM PAÍS EM DESENVOLVIMENTO,"Bladimir Carrillo, Pedro W. Vertino de Queiroz, Carlos A. Charris, Alexandre Bragança Coelho",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31099
74,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/170925_ppe_v47_n2_art06.pdf,MEDIDAS ANTROPOMÉTRICAS E RETORNOS SALARIAIS COM ÊNFASE NO PADRÃO DE ATRATIVIDADE E SAÚDE CORPORAL,"Daniel Suliano, Guilherme Irffi, Márcio Veras Corrêa",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=31099
75,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/170731_ppe_v47_n1_art01.pdf,AVALIAÇÃO DO EFEITO DO FUNDEB SOBRE O DESEMPENHO DOS ALUNOS DO ENSINO MÉDIO NO BRASIL,"Iara Maira da Silveira, João Eustáquio de Lima, Evandro Camargos Teixeira, Rubicleis Gomes da Silva","2017 Abril - Volume 47, 1",PPE - Pesquisa e Planejamento Econômico - 47 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30589
76,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/170731_ppe_v47_n1_art02.pdf,INSTABILIDADES NA CURVA DE PHILLIPS NOVO-KEYNESIANA: UM ESTUDO EMPÍRICO PARA O BRASIL,"Gabriela Bezerra de Medeiros, Marcelo Savino Portugal, Edilean Kleber da Silva Bejarano Aragón",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30589
77,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/170731_ppe_v47_n1_art03.pdf,O IMPACTO DA PARCERIA TRANSATLÂNTICA DE COMÉRCIO E INVESTIMENTO (TTIP) PARA A ECONOMIA BRASILEIRA,"Mygre Lopes da Silva, Daniel Arruda Coronel, Rodrigo Abbade da Silva",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30589
78,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/170731_ppe_v47_n1_art04.pdf,DESCENTRALIZAÇÃO E PROVISÃO DE SERVIÇOS PÚBLICOS: EVIDÊNCIAS A PARTIR DA CRIAÇÃO DOS MUNICÍPIOS BRASILEIROS NO SETOR DE SANEAMENTO BÁSICO,"Maúna S. B. Rocha, Enlinson H. C. Mattos, Carlos C. S. Saiani",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30589
79,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/170731_ppe_v47_n1_art05.pdf,SIMULAÇÃO DE POLÍTICAS CLIMÁTICAS E SEUS EFEITOS: UMA ANÁLISE DINÂMICA PARA O BRASIL E PAÍSES DO ANEXO I DO PROTOCOLO DE QUIOTO,"Lucas Vitor de Carvalho Sousa, Elaine Aparecida Fernandes, Evaldo Henrique da Silva, Jader Fernandes Cirino",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30589
80,https://portalantigo.ipea.gov.br/portal/images/stories/PDFs/ppe/170731_ppe_v47_n1_art06.pdf,LEILÕES DE CURTO PRAZO NA INDÚSTRIA BRASILEIRA DE GÁS NATURAL,"Miguel Vazquez, Michelle Hallack",,PPE - Pesquisa e Planejamento Econômico - 47 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=30589
81,,,,"2016 Dezembro - Volume 46, 3",PPE - Pesquisa e Planejamento Econômico - 46 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=29483
82,,,,"2016 Agosto - Volume 46, 2",PPE - Pesquisa e Planejamento Econômico - 46 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=28823
83,,,,"2016 Abril - Volume 46, 1",PPE - Pesquisa e Planejamento Econômico - 46 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27843
84,,,,"2015 Dezembro - Volume 45, 3",PPE - Pesquisa e Planejamento Econômico - 45 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=27544
85,,,,"2015 Agosto - Volume 45, 2",PPE - Pesquisa e Planejamento Econômico - 45 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26334
86,,,,"2014 Dezembro- Volume 44, 3",PPE - Pesquisa e Planejamento Econômico - 44 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24625
87,,,,"2014 Agosto - Volume 44, 2",PPE - Pesquisa e Planejamento Econômico - 44 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=24370
88,,,,"2014 Abril - Volume 44, 1",PPE - Pesquisa e Planejamento Econômico - 44 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=22862
89,,,,"2013 Dezembro - Volume 43, 3",PPE - Pesquisa e Planejamento Econômico - 43 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=21319
90,,,,"2013 Agosto - Volume 43, 2",PPE - Pesquisa e Planejamento Econômico - 43 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=19819
91,,,,"2013 Abril - Volume 43, 1",PPE - Pesquisa e Planejamento Econômico - 43 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=19083
92,,,,"2012 Dezembro - Volume 42, 3",PPE - Pesquisa e Planejamento Econômico - 42 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=17014
93,,,,"2012 Agosto - Volume 42, 2",PPE - Pesquisa e Planejamento Econômico - 42 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=15264
94,,,,"2012 Abril - Volume 42, 1",PPE - Pesquisa e Planejamento Econômico - 42 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=13940
95,,,,"2011 Dezembro - Volume 41, 3",PPE - Pesquisa e Planejamento Econômico - 41 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=12884
96,,,,"2011 Agosto - Volume 41, 2",PPE - Pesquisa e Planejamento Econômico - 41 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=10244
97,,,,"2011 Abril - Volume 41, 1",PPE - Pesquisa e Planejamento Econômico - 41 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=10243
98,,,,"2010 Dezembro - Volume 40, 3",PPE - Pesquisa e Planejamento Econômico - 40 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=8102
99,,,,"2010 Agosto - Volume 40, 2",PPE - Pesquisa e Planejamento Econômico - 40 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=6877
100,,,,"2010 Abril - Volume 40, 1",PPE - Pesquisa e Planejamento Econômico - 40 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=5209
101,,,,"1996 Abril - Volume 26, 1",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3001
102,,,,"1996 Agosto - Volume 26, 2",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3002
103,,,,"1996 Dezembro - Volume 26, 3",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3003
104,,,,"1997 Agosto - Volume 27, 2",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3005
105,,,,"1997 Dezembro - Volume 27, 3",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3006
106,,,,"1998 Abril - Volume 28, 1",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3007
107,,,,"1998 Agosto - Volume 28, 2",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3008
108,,,,"1998 Dezembro - Volume 28, 3",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3009
109,,,,"1999 Abril - Volume 29, 1",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3010
110,,,,"1999 Agosto - Volume 29, 2",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3011
111,,,,"1999 Dezembro - Volume 29, 3",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3012
112,,,,"2001 Abril - Volume 31, 1",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3023
113,,,,"2001 Agosto - Volume 31, 2",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3026
114,,,,"2001 Dezembro - Volume 31, 3",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3027
115,,,,"2002 Abril - Volume 32, 1",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3028
116,,,,"2002 Agosto - Volume 32, 2",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3030
117,,,,"2002 Dezembro - Volume 32, 3",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3032
118,,,,"2003 Abril - Volume 33, 1",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3038
119,,,,"2003 Agosto - Volume 33, 2",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3039
120,,,,"2003 Dezembro - Volume 33, 3",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3041
121,,,,"2004 Abril - Volume 34, 1",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3045
122,,,,"2004 Agosto - Volume 34, 2",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3047
123,,,,"2004 Dezembro - Volume 34, 3",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3073
124,,,,"2005 Abril - Volume 35, 1",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3074
125,,,,"2005 Agosto - Volume 35, 2",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3076
126,,,,"2005 Dezembro - Volume 35, 3",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3077
127,,,,"2006 Abril - Volume 36, 1",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3078
128,,,,"2006 Agosto - Volume 36, 2",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3079
129,,,,"2006 Dezembro - Volume 36, 3",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3080
130,,,,"2007 Abril - Volume 37, 1",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3081
131,,,,"2007 Agosto - Volume 37, 2",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3082
132,,,,"2007 Dezembro - Volume 37, 3",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3083
133,,,,"2008 Abril - Volume 38, 1",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3084
134,,,,"2008 Agosto - Volume 38, 2",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3085
135,,,,"2008 Dezembro - Volume 38, 3",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3088
136,,,,"2009 Abril - Volume 39, 1",PPE - Pesquisa e Planejamento Econômico - 39 - nº 01,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3089
137,,,,"2009 Agosto - Volume 39, 2",PPE - Pesquisa e Planejamento Econômico - 39 - nº 02,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3090
138,,,,"2009 Dezembro - Volume 39, 3",PPE - Pesquisa e Planejamento Econômico - 39 - nº 03,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=3091
139,,,,"1995 Agosto - Volume 25, 2",,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=2999
